repeat,seed,outer_fold,model,n_train,n_test,ap,prevalence,best_inner_ap,parameters,iterations,nonzero_features,violations,selected_model
9,8042,1,Monotonic,56,15,0.8310451453308596,0.4666666666666667,0.6702135642135643,"{""lambda"": 10.0}",10.0,19.0,0.0,
9,8042,1,L2,56,15,0.8310451453308596,0.4666666666666667,0.6768802308802309,"{""lambda"": 10.0}",10.0,21.0,,
9,8042,1,Elastic Net,56,15,0.7749999999999999,0.4666666666666667,0.6678611111111111,"{""lambda"": 1.0, ""l1_ratio"": 0.1}",76.0,5.0,,
9,8042,1,SVM,56,15,0.7576839826839827,0.4666666666666667,0.619053391053391,"{""C"": 0.1, ""gamma"": 0.01}",34.0,21.0,,
9,8042,1,Inner-selected,56,15,0.8310451453308596,0.4666666666666667,,,,,,L2
9,8042,2,Monotonic,57,14,0.48131313131313125,0.42857142857142855,0.7898571428571428,"{""lambda"": 10.0}",10.0,19.0,0.0,
9,8042,2,L2,57,14,0.48316498316498313,0.42857142857142855,0.7949206349206348,"{""lambda"": 10.0}",10.0,21.0,,
9,8042,2,Elastic Net,57,14,0.5908119658119658,0.42857142857142855,0.7900476190476191,"{""lambda"": 0.1, ""l1_ratio"": 0.1}",131.0,17.0,,
9,8042,2,SVM,57,14,0.45268065268065266,0.42857142857142855,0.7507301587301588,"{""C"": 0.01, ""gamma"": 0.01}",27.0,21.0,,
9,8042,2,Inner-selected,57,14,0.48316498316498313,0.42857142857142855,,,,,,L2
9,8042,3,Monotonic,57,14,0.575925925925926,0.42857142857142855,0.7071746031746032,"{""lambda"": 10.0}",9.0,19.0,0.0,
9,8042,3,L2,57,14,0.5666666666666667,0.42857142857142855,0.7041746031746031,"{""lambda"": 10.0}",10.0,21.0,,
9,8042,3,Elastic Net,57,14,0.5742775742775743,0.42857142857142855,0.7326825396825397,"{""lambda"": 0.1, ""l1_ratio"": 0.9}",175.0,4.0,,
9,8042,3,SVM,57,14,0.5471861471861471,0.42857142857142855,0.6977142857142857,"{""C"": 1.0, ""gamma"": 0.01}",39.0,21.0,,
9,8042,3,Inner-selected,57,14,0.5742775742775743,0.42857142857142855,,,,,,Elastic Net
9,8042,4,Monotonic,57,14,1.0,0.42857142857142855,0.6867215007215007,"{""lambda"": 10.0}",9.0,20.0,0.0,
9,8042,4,L2,57,14,0.9150793650793649,0.42857142857142855,0.6656738816738816,"{""lambda"": 1.0}",10.0,21.0,,
9,8042,4,Elastic Net,57,14,0.8833333333333333,0.42857142857142855,0.6340476190476191,"{""lambda"": 1.0, ""l1_ratio"": 0.1}",46.0,7.0,,
9,8042,4,SVM,57,14,0.8152777777777778,0.42857142857142855,0.6409422799422799,"{""C"": 0.1, ""gamma"": ""scale""}",46.0,21.0,,
9,8042,4,Inner-selected,57,14,1.0,0.42857142857142855,,,,,,Monotonic
9,8042,5,Monotonic,57,14,0.8092592592592592,0.42857142857142855,0.7267215007215005,"{""lambda"": 10.0}",9.0,18.0,0.0,
9,8042,5,L2,57,14,0.7924242424242424,0.42857142857142855,0.7037849927849928,"{""lambda"": 1.0}",11.0,21.0,,
9,8042,5,Elastic Net,57,14,0.7853535353535354,0.42857142857142855,0.7303405483405483,"{""lambda"": 1.0, ""l1_ratio"": 0.1}",79.0,7.0,,
9,8042,5,SVM,57,14,0.8257575757575757,0.42857142857142855,0.661991341991342,"{""C"": 1.0, ""gamma"": 0.01}",41.0,21.0,,
9,8042,5,Inner-selected,57,14,0.7853535353535354,0.42857142857142855,,,,,,Elastic Net
