repeat,outer_fold,inner_fold,model,candidate,parameters,validation_ap,iterations,nonzero_features,violations
12,1,1,Monotonic,0,"{""lambda"": 0.001}",0.800909090909091,43,15,0.0
12,1,2,Monotonic,0,"{""lambda"": 0.001}",0.7722222222222221,39,17,0.0
12,1,3,Monotonic,0,"{""lambda"": 0.001}",0.6533333333333333,62,18,0.0
12,1,4,Monotonic,0,"{""lambda"": 0.001}",0.7433333333333334,45,15,0.0
12,1,5,Monotonic,0,"{""lambda"": 0.001}",0.7986111111111112,31,15,0.0
12,1,1,Monotonic,1,"{""lambda"": 0.01}",0.8909090909090909,29,16,0.0
12,1,2,Monotonic,1,"{""lambda"": 0.01}",0.7909090909090908,31,18,0.0
12,1,3,Monotonic,1,"{""lambda"": 0.01}",0.6442424242424243,34,18,0.0
12,1,4,Monotonic,1,"{""lambda"": 0.01}",0.7433333333333334,30,17,0.0
12,1,5,Monotonic,1,"{""lambda"": 0.01}",0.7986111111111112,29,17,0.0
12,1,1,Monotonic,2,"{""lambda"": 0.1}",0.7342424242424244,17,19,0.0
12,1,2,Monotonic,2,"{""lambda"": 0.1}",0.7611111111111111,16,19,0.0
12,1,3,Monotonic,2,"{""lambda"": 0.1}",0.7166666666666666,15,19,0.0
12,1,4,Monotonic,2,"{""lambda"": 0.1}",0.6277777777777778,16,18,0.0
12,1,5,Monotonic,2,"{""lambda"": 0.1}",0.7678571428571428,17,19,0.0
12,1,1,Monotonic,3,"{""lambda"": 1.0}",0.6342424242424243,13,20,0.0
12,1,2,Monotonic,3,"{""lambda"": 1.0}",0.8444444444444443,12,20,0.0
12,1,3,Monotonic,3,"{""lambda"": 1.0}",0.7433333333333334,11,21,0.0
12,1,4,Monotonic,3,"{""lambda"": 1.0}",0.6861904761904761,12,20,0.0
12,1,5,Monotonic,3,"{""lambda"": 1.0}",0.7678571428571428,13,20,0.0
12,1,1,Monotonic,4,"{""lambda"": 10.0}",0.6342424242424243,10,21,0.0
12,1,2,Monotonic,4,"{""lambda"": 10.0}",0.8261904761904761,10,21,0.0
12,1,3,Monotonic,4,"{""lambda"": 10.0}",0.7433333333333334,10,20,0.0
12,1,4,Monotonic,4,"{""lambda"": 10.0}",0.71,11,21,0.0
12,1,5,Monotonic,4,"{""lambda"": 10.0}",0.7678571428571428,10,19,0.0
12,1,1,L2,0,"{""lambda"": 0.001}",0.7342424242424244,83,21,
12,1,2,L2,0,"{""lambda"": 0.001}",0.7560606060606061,68,21,
12,1,3,L2,0,"{""lambda"": 0.001}",0.6644444444444444,91,21,
12,1,4,L2,0,"{""lambda"": 0.001}",0.5051948051948052,65,21,
12,1,5,L2,0,"{""lambda"": 0.001}",0.6488095238095238,60,21,
12,1,1,L2,1,"{""lambda"": 0.01}",0.7342424242424244,38,21,
12,1,2,L2,1,"{""lambda"": 0.01}",0.7560606060606061,35,21,
12,1,3,L2,1,"{""lambda"": 0.01}",0.6644444444444444,37,21,
12,1,4,L2,1,"{""lambda"": 0.01}",0.7051948051948052,36,21,
12,1,5,L2,1,"{""lambda"": 0.01}",0.6777777777777778,36,21,
12,1,1,L2,2,"{""lambda"": 0.1}",0.6342424242424243,17,21,
12,1,2,L2,2,"{""lambda"": 0.1}",0.7388888888888889,16,21,
12,1,3,L2,2,"{""lambda"": 0.1}",0.7166666666666666,17,21,
12,1,4,L2,2,"{""lambda"": 0.1}",0.7166666666666666,17,21,
12,1,5,L2,2,"{""lambda"": 0.1}",0.7678571428571428,17,21,
12,1,1,L2,3,"{""lambda"": 1.0}",0.6342424242424243,11,21,
12,1,2,L2,3,"{""lambda"": 1.0}",0.8711111111111112,11,21,
12,1,3,L2,3,"{""lambda"": 1.0}",0.7433333333333334,11,21,
12,1,4,L2,3,"{""lambda"": 1.0}",0.6861904761904761,11,21,
12,1,5,L2,3,"{""lambda"": 1.0}",0.7678571428571428,11,21,
12,1,1,L2,4,"{""lambda"": 10.0}",0.6342424242424243,10,21,
12,1,2,L2,4,"{""lambda"": 10.0}",0.8261904761904761,10,21,
12,1,3,L2,4,"{""lambda"": 10.0}",0.7433333333333334,10,21,
12,1,4,L2,4,"{""lambda"": 10.0}",0.71,11,21,
12,1,5,L2,4,"{""lambda"": 10.0}",0.7678571428571428,10,21,
12,1,1,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",0.7342424242424244,4086,21,
12,1,2,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",0.7560606060606061,3392,21,
12,1,3,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",0.6644444444444444,4181,21,
12,1,4,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",0.5051948051948052,3266,21,
12,1,5,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",0.6488095238095238,1980,21,
12,1,1,Elastic Net,1,"{""lambda"": 0.001, ""l1_ratio"": 0.5}",0.7075757575757575,6252,21,
12,1,2,Elastic Net,1,"{""lambda"": 0.001, ""l1_ratio"": 0.5}",0.7560606060606061,5243,20,
12,1,3,Elastic Net,1,"{""lambda"": 0.001, ""l1_ratio"": 0.5}",0.6644444444444444,7020,21,
12,1,4,Elastic Net,1,"{""lambda"": 0.001, ""l1_ratio"": 0.5}",0.5051948051948052,4601,21,
12,1,5,Elastic Net,1,"{""lambda"": 0.001, ""l1_ratio"": 0.5}",0.6488095238095238,2593,21,
12,1,1,Elastic Net,2,"{""lambda"": 0.001, ""l1_ratio"": 0.9}",0.7075757575757575,15960,21,
12,1,2,Elastic Net,2,"{""lambda"": 0.001, ""l1_ratio"": 0.9}",0.7560606060606061,18209,19,
12,1,3,Elastic Net,2,"{""lambda"": 0.001, ""l1_ratio"": 0.9}",0.6453968253968254,17233,19,
12,1,4,Elastic Net,2,"{""lambda"": 0.001, ""l1_ratio"": 0.9}",0.5051948051948052,10114,21,
12,1,5,Elastic Net,2,"{""lambda"": 0.001, ""l1_ratio"": 0.9}",0.6488095238095238,4191,21,
12,1,1,Elastic Net,3,"{""lambda"": 0.01, ""l1_ratio"": 0.1}",0.7342424242424244,549,20,
12,1,2,Elastic Net,3,"{""lambda"": 0.01, ""l1_ratio"": 0.1}",0.7560606060606061,526,21,
12,1,3,Elastic Net,3,"{""lambda"": 0.01, ""l1_ratio"": 0.1}",0.6644444444444444,488,21,
12,1,4,Elastic Net,3,"{""lambda"": 0.01, ""l1_ratio"": 0.1}",0.7051948051948052,588,20,
12,1,5,Elastic Net,3,"{""lambda"": 0.01, ""l1_ratio"": 0.1}",0.6777777777777778,472,21,
12,1,1,Elastic Net,4,"{""lambda"": 0.01, ""l1_ratio"": 0.5}",0.7342424242424244,706,18,
12,1,2,Elastic Net,4,"{""lambda"": 0.01, ""l1_ratio"": 0.5}",0.7560606060606061,460,18,
12,1,3,Elastic Net,4,"{""lambda"": 0.01, ""l1_ratio"": 0.5}",0.6866666666666665,566,16,
12,1,4,Elastic Net,4,"{""lambda"": 0.01, ""l1_ratio"": 0.5}",0.7051948051948052,824,19,
12,1,5,Elastic Net,4,"{""lambda"": 0.01, ""l1_ratio"": 0.5}",0.6777777777777778,632,21,
12,1,1,Elastic Net,5,"{""lambda"": 0.01, ""l1_ratio"": 0.9}",0.8242424242424242,1290,17,
12,1,2,Elastic Net,5,"{""lambda"": 0.01, ""l1_ratio"": 0.9}",0.7560606060606061,797,17,
12,1,3,Elastic Net,5,"{""lambda"": 0.01, ""l1_ratio"": 0.9}",0.7166666666666666,1063,15,
12,1,4,Elastic Net,5,"{""lambda"": 0.01, ""l1_ratio"": 0.9}",0.7142857142857142,1291,17,
12,1,5,Elastic Net,5,"{""lambda"": 0.01, ""l1_ratio"": 0.9}",0.6777777777777778,822,17,
12,1,1,Elastic Net,6,"{""lambda"": 0.1, ""l1_ratio"": 0.1}",0.6342424242424243,104,18,
12,1,2,Elastic Net,6,"{""lambda"": 0.1, ""l1_ratio"": 0.1}",0.75,105,19,
12,1,3,Elastic Net,6,"{""lambda"": 0.1, ""l1_ratio"": 0.1}",0.7433333333333334,83,17,
12,1,4,Elastic Net,6,"{""lambda"": 0.1, ""l1_ratio"": 0.1}",0.7166666666666666,102,18,
12,1,5,Elastic Net,6,"{""lambda"": 0.1, ""l1_ratio"": 0.1}",0.7678571428571428,91,18,
12,1,1,Elastic Net,7,"{""lambda"": 0.1, ""l1_ratio"": 0.5}",0.6342424242424243,130,13,
12,1,2,Elastic Net,7,"{""lambda"": 0.1, ""l1_ratio"": 0.5}",0.7251948051948052,115,10,
12,1,3,Elastic Net,7,"{""lambda"": 0.1, ""l1_ratio"": 0.5}",0.6442424242424243,111,9,
12,1,4,Elastic Net,7,"{""lambda"": 0.1, ""l1_ratio"": 0.5}",0.5644444444444444,116,11,
12,1,5,Elastic Net,7,"{""lambda"": 0.1, ""l1_ratio"": 0.5}",0.7928571428571428,123,11,
12,1,1,Elastic Net,8,"{""lambda"": 0.1, ""l1_ratio"": 0.9}",0.6742424242424243,146,8,
12,1,2,Elastic Net,8,"{""lambda"": 0.1, ""l1_ratio"": 0.9}",0.6442424242424243,56,4,
12,1,3,Elastic Net,8,"{""lambda"": 0.1, ""l1_ratio"": 0.9}",0.5942857142857143,111,5,
12,1,4,Elastic Net,8,"{""lambda"": 0.1, ""l1_ratio"": 0.9}",0.5976190476190476,135,6,
12,1,5,Elastic Net,8,"{""lambda"": 0.1, ""l1_ratio"": 0.9}",0.7678571428571428,111,6,
12,1,1,Elastic Net,9,"{""lambda"": 1.0, ""l1_ratio"": 0.1}",0.6385281385281385,54,11,
12,1,2,Elastic Net,9,"{""lambda"": 1.0, ""l1_ratio"": 0.1}",0.7442424242424241,59,10,
12,1,3,Elastic Net,9,"{""lambda"": 1.0, ""l1_ratio"": 0.1}",0.5942857142857143,44,9,
12,1,4,Elastic Net,9,"{""lambda"": 1.0, ""l1_ratio"": 0.1}",0.6226190476190475,47,9,
12,1,5,Elastic Net,9,"{""lambda"": 1.0, ""l1_ratio"": 0.1}",0.7928571428571428,51,11,
12,1,1,Elastic Net,10,"{""lambda"": 1.0, ""l1_ratio"": 0.5}",0.4166666666666667,3,0,
12,1,2,Elastic Net,10,"{""lambda"": 1.0, ""l1_ratio"": 0.5}",0.4166666666666667,3,0,
12,1,3,Elastic Net,10,"{""lambda"": 1.0, ""l1_ratio"": 0.5}",0.45454545454545453,3,0,
12,1,4,Elastic Net,10,"{""lambda"": 1.0, ""l1_ratio"": 0.5}",0.45454545454545453,3,0,
12,1,5,Elastic Net,10,"{""lambda"": 1.0, ""l1_ratio"": 0.5}",0.4,1,0,
12,1,1,Elastic Net,11,"{""lambda"": 1.0, ""l1_ratio"": 0.9}",0.4166666666666667,1,0,
12,1,2,Elastic Net,11,"{""lambda"": 1.0, ""l1_ratio"": 0.9}",0.4166666666666667,1,0,
12,1,3,Elastic Net,11,"{""lambda"": 1.0, ""l1_ratio"": 0.9}",0.45454545454545453,3,0,
12,1,4,Elastic Net,11,"{""lambda"": 1.0, ""l1_ratio"": 0.9}",0.45454545454545453,1,0,
12,1,5,Elastic Net,11,"{""lambda"": 1.0, ""l1_ratio"": 0.9}",0.4,1,0,
12,1,1,Elastic Net,12,"{""lambda"": 10.0, ""l1_ratio"": 0.1}",0.4166666666666667,1,0,
12,1,2,Elastic Net,12,"{""lambda"": 10.0, ""l1_ratio"": 0.1}",0.4166666666666667,1,0,
12,1,3,Elastic Net,12,"{""lambda"": 10.0, ""l1_ratio"": 0.1}",0.45454545454545453,1,0,
12,1,4,Elastic Net,12,"{""lambda"": 10.0, ""l1_ratio"": 0.1}",0.45454545454545453,1,0,
12,1,5,Elastic Net,12,"{""lambda"": 10.0, ""l1_ratio"": 0.1}",0.4,1,0,
