repeat,seed,outer_fold,model,n_train,n_test,ap,prevalence,best_inner_ap,parameters,iterations,nonzero_features,violations,selected_model
10,9042,1,Monotonic,56,15,0.7586167800453514,0.4666666666666667,0.6867135642135642,"{""lambda"": 10.0}",10.0,19.0,0.0,
10,9042,1,L2,56,15,0.7586167800453514,0.4666666666666667,0.6668564213564213,"{""lambda"": 10.0}",10.0,21.0,,
10,9042,1,Elastic Net,56,15,0.7508245722531437,0.4666666666666667,0.7481659451659451,"{""lambda"": 0.1, ""l1_ratio"": 0.9}",113.0,3.0,,
10,9042,1,SVM,56,15,0.7164922379208092,0.4666666666666667,0.611943722943723,"{""C"": 0.1, ""gamma"": 0.01}",31.0,21.0,,
10,9042,1,Inner-selected,56,15,0.7508245722531437,0.4666666666666667,,,,,,Elastic Net
10,9042,2,Monotonic,57,14,0.9305555555555556,0.42857142857142855,0.6208484848484848,"{""lambda"": 1.0}",12.0,20.0,0.0,
10,9042,2,L2,57,14,0.9107142857142856,0.42857142857142855,0.6322135642135642,"{""lambda"": 10.0}",9.0,21.0,,
10,9042,2,Elastic Net,57,14,0.9166666666666665,0.42857142857142855,0.6780952380952381,"{""lambda"": 1.0, ""l1_ratio"": 0.1}",68.0,5.0,,
10,9042,2,SVM,57,14,0.9333333333333333,0.42857142857142855,0.6219105339105339,"{""C"": 0.01, ""gamma"": 0.01}",32.0,21.0,,
10,9042,2,Inner-selected,57,14,0.9166666666666665,0.42857142857142855,,,,,,Elastic Net
10,9042,3,Monotonic,57,14,0.8208333333333333,0.42857142857142855,0.7033088023088022,"{""lambda"": 0.1}",16.0,18.0,0.0,
10,9042,3,L2,57,14,0.8501683501683501,0.42857142857142855,0.6865310245310245,"{""lambda"": 1.0}",11.0,21.0,,
10,9042,3,Elastic Net,57,14,0.7468253968253967,0.42857142857142855,0.690044733044733,"{""lambda"": 0.001, ""l1_ratio"": 0.5}",776.0,21.0,,
10,9042,3,SVM,57,14,0.8477564102564101,0.42857142857142855,0.6825714285714285,"{""C"": 1.0, ""gamma"": 0.01}",33.0,21.0,,
10,9042,3,Inner-selected,57,14,0.8208333333333333,0.42857142857142855,,,,,,Monotonic
10,9042,4,Monotonic,57,14,0.6954064454064454,0.42857142857142855,0.7537763347763347,"{""lambda"": 10.0}",10.0,19.0,0.0,
10,9042,4,L2,57,14,0.7278138528138527,0.42857142857142855,0.7175064935064934,"{""lambda"": 1.0}",10.0,21.0,,
10,9042,4,Elastic Net,57,14,0.7746031746031745,0.42857142857142855,0.6873636363636363,"{""lambda"": 1.0, ""l1_ratio"": 0.1}",72.0,7.0,,
10,9042,4,SVM,57,14,0.7159090909090908,0.42857142857142855,0.6475137085137085,"{""C"": 0.1, ""gamma"": 0.01}",33.0,21.0,,
10,9042,4,Inner-selected,57,14,0.6954064454064454,0.42857142857142855,,,,,,Monotonic
10,9042,5,Monotonic,57,14,0.40274170274170273,0.42857142857142855,0.8285627705627705,"{""lambda"": 10.0}",10.0,19.0,0.0,
10,9042,5,L2,57,14,0.4046647796647797,0.42857142857142855,0.812134199134199,"{""lambda"": 10.0}",10.0,21.0,,
10,9042,5,Elastic Net,57,14,0.39633144633144635,0.42857142857142855,0.8088326118326119,"{""lambda"": 1.0, ""l1_ratio"": 0.1}",69.0,9.0,,
10,9042,5,SVM,57,14,0.4046647796647797,0.42857142857142855,0.7844675324675323,"{""C"": 0.1, ""gamma"": 0.01}",30.0,21.0,,
10,9042,5,Inner-selected,57,14,0.40274170274170273,0.42857142857142855,,,,,,Monotonic
