outer_fold,model,candidate,parameters,inner_fold,validation_ap,iterations,nonzero_features,violations
2,Elastic Net,7,"{""lambda"": 0.1, ""l1_ratio"": 0.5}",4,0.7611111111111111,137,10,
2,Elastic Net,7,"{""lambda"": 0.1, ""l1_ratio"": 0.5}",5,0.7277777777777779,135,10,
2,Elastic Net,8,"{""lambda"": 0.1, ""l1_ratio"": 0.9}",1,0.7209090909090909,206,7,
2,Elastic Net,8,"{""lambda"": 0.1, ""l1_ratio"": 0.9}",2,0.6944444444444444,133,4,
2,Elastic Net,8,"{""lambda"": 0.1, ""l1_ratio"": 0.9}",3,0.7833333333333332,172,5,
2,Elastic Net,8,"{""lambda"": 0.1, ""l1_ratio"": 0.9}",4,0.7892857142857141,166,5,
2,Elastic Net,8,"{""lambda"": 0.1, ""l1_ratio"": 0.9}",5,0.6416666666666666,228,3,
2,Elastic Net,9,"{""lambda"": 1.0, ""l1_ratio"": 0.1}",1,0.7709090909090908,58,11,
2,Elastic Net,9,"{""lambda"": 1.0, ""l1_ratio"": 0.1}",2,0.7226190476190475,55,9,
2,Elastic Net,9,"{""lambda"": 1.0, ""l1_ratio"": 0.1}",3,0.6944444444444444,61,8,
2,Elastic Net,9,"{""lambda"": 1.0, ""l1_ratio"": 0.1}",4,0.8392857142857142,65,10,
2,Elastic Net,9,"{""lambda"": 1.0, ""l1_ratio"": 0.1}",5,0.7433333333333334,57,8,
2,Elastic Net,10,"{""lambda"": 1.0, ""l1_ratio"": 0.5}",1,0.4166666666666667,3,0,
2,Elastic Net,10,"{""lambda"": 1.0, ""l1_ratio"": 0.5}",2,0.4166666666666667,3,0,
2,Elastic Net,10,"{""lambda"": 1.0, ""l1_ratio"": 0.5}",3,0.45454545454545453,4,0,
2,Elastic Net,10,"{""lambda"": 1.0, ""l1_ratio"": 0.5}",4,0.45454545454545453,1,0,
2,Elastic Net,10,"{""lambda"": 1.0, ""l1_ratio"": 0.5}",5,0.45454545454545453,1,0,
2,Elastic Net,11,"{""lambda"": 1.0, ""l1_ratio"": 0.9}",1,0.4166666666666667,3,0,
2,Elastic Net,11,"{""lambda"": 1.0, ""l1_ratio"": 0.9}",2,0.4166666666666667,1,0,
2,Elastic Net,11,"{""lambda"": 1.0, ""l1_ratio"": 0.9}",3,0.45454545454545453,1,0,
2,Elastic Net,11,"{""lambda"": 1.0, ""l1_ratio"": 0.9}",4,0.45454545454545453,1,0,
2,Elastic Net,11,"{""lambda"": 1.0, ""l1_ratio"": 0.9}",5,0.45454545454545453,1,0,
2,Elastic Net,12,"{""lambda"": 10.0, ""l1_ratio"": 0.1}",1,0.4166666666666667,1,0,
2,Elastic Net,12,"{""lambda"": 10.0, ""l1_ratio"": 0.1}",2,0.4166666666666667,1,0,
2,Elastic Net,12,"{""lambda"": 10.0, ""l1_ratio"": 0.1}",3,0.45454545454545453,1,0,
2,Elastic Net,12,"{""lambda"": 10.0, ""l1_ratio"": 0.1}",4,0.45454545454545453,1,0,
2,Elastic Net,12,"{""lambda"": 10.0, ""l1_ratio"": 0.1}",5,0.45454545454545453,1,0,
2,Elastic Net,13,"{""lambda"": 10.0, ""l1_ratio"": 0.5}",1,0.4166666666666667,1,0,
2,Elastic Net,13,"{""lambda"": 10.0, ""l1_ratio"": 0.5}",2,0.4166666666666667,1,0,
2,Elastic Net,13,"{""lambda"": 10.0, ""l1_ratio"": 0.5}",3,0.45454545454545453,1,0,
2,Elastic Net,13,"{""lambda"": 10.0, ""l1_ratio"": 0.5}",4,0.45454545454545453,1,0,
2,Elastic Net,13,"{""lambda"": 10.0, ""l1_ratio"": 0.5}",5,0.45454545454545453,1,0,
2,Elastic Net,14,"{""lambda"": 10.0, ""l1_ratio"": 0.9}",1,0.4166666666666667,1,0,
2,Elastic Net,14,"{""lambda"": 10.0, ""l1_ratio"": 0.9}",2,0.4166666666666667,1,0,
2,Elastic Net,14,"{""lambda"": 10.0, ""l1_ratio"": 0.9}",3,0.45454545454545453,1,0,
2,Elastic Net,14,"{""lambda"": 10.0, ""l1_ratio"": 0.9}",4,0.45454545454545453,1,0,
2,Elastic Net,14,"{""lambda"": 10.0, ""l1_ratio"": 0.9}",5,0.45454545454545453,1,0,
2,SVM,0,"{""C"": 0.01, ""gamma"": ""scale""}",1,0.47090909090909083,26,21,
2,SVM,0,"{""C"": 0.01, ""gamma"": ""scale""}",2,0.6866666666666665,24,21,
2,SVM,0,"{""C"": 0.01, ""gamma"": ""scale""}",3,0.7166666666666666,26,21,
2,SVM,0,"{""C"": 0.01, ""gamma"": ""scale""}",4,0.8509090909090908,26,21,
2,SVM,0,"{""C"": 0.01, ""gamma"": ""scale""}",5,0.8583333333333332,26,21,
2,SVM,1,"{""C"": 0.01, ""gamma"": 0.01}",1,0.5242424242424242,20,21,
2,SVM,1,"{""C"": 0.01, ""gamma"": 0.01}",2,0.7592857142857143,21,21,
2,SVM,1,"{""C"": 0.01, ""gamma"": 0.01}",3,0.6544444444444445,21,21,
2,SVM,1,"{""C"": 0.01, ""gamma"": 0.01}",4,0.8711111111111112,22,21,
2,SVM,1,"{""C"": 0.01, ""gamma"": 0.01}",5,0.8242424242424242,21,21,
2,SVM,2,"{""C"": 0.01, ""gamma"": 0.1}",1,0.5375757575757576,31,21,
2,SVM,2,"{""C"": 0.01, ""gamma"": 0.1}",2,0.6442424242424243,33,21,
2,SVM,2,"{""C"": 0.01, ""gamma"": 0.1}",3,0.8253968253968254,32,21,
2,SVM,2,"{""C"": 0.01, ""gamma"": 0.1}",4,0.800909090909091,32,21,
2,SVM,2,"{""C"": 0.01, ""gamma"": 0.1}",5,0.8583333333333332,36,21,
2,SVM,3,"{""C"": 0.1, ""gamma"": ""scale""}",1,0.47090909090909083,29,21,
2,SVM,3,"{""C"": 0.1, ""gamma"": ""scale""}",2,0.6866666666666665,30,21,
2,SVM,3,"{""C"": 0.1, ""gamma"": ""scale""}",3,0.7166666666666666,33,21,
2,SVM,3,"{""C"": 0.1, ""gamma"": ""scale""}",4,0.8509090909090908,33,21,
2,SVM,3,"{""C"": 0.1, ""gamma"": ""scale""}",5,0.8583333333333332,35,21,
2,SVM,4,"{""C"": 0.1, ""gamma"": 0.01}",1,0.5242424242424242,23,21,
2,SVM,4,"{""C"": 0.1, ""gamma"": 0.01}",2,0.6926190476190477,24,21,
2,SVM,4,"{""C"": 0.1, ""gamma"": 0.01}",3,0.6544444444444445,25,21,
2,SVM,4,"{""C"": 0.1, ""gamma"": 0.01}",4,0.8711111111111112,23,21,
2,SVM,4,"{""C"": 0.1, ""gamma"": 0.01}",5,0.8242424242424242,21,21,
2,SVM,5,"{""C"": 0.1, ""gamma"": 0.1}",1,0.5375757575757576,39,21,
2,SVM,5,"{""C"": 0.1, ""gamma"": 0.1}",2,0.6442424242424243,41,21,
2,SVM,5,"{""C"": 0.1, ""gamma"": 0.1}",3,0.8253968253968254,40,21,
2,SVM,5,"{""C"": 0.1, ""gamma"": 0.1}",4,0.800909090909091,41,21,
2,SVM,5,"{""C"": 0.1, ""gamma"": 0.1}",5,0.8583333333333332,48,21,
2,SVM,6,"{""C"": 1.0, ""gamma"": ""scale""}",1,0.5709090909090908,53,21,
2,SVM,6,"{""C"": 1.0, ""gamma"": ""scale""}",2,0.6533333333333333,52,21,
2,SVM,6,"{""C"": 1.0, ""gamma"": ""scale""}",3,0.7833333333333332,44,21,
2,SVM,6,"{""C"": 1.0, ""gamma"": ""scale""}",4,0.8509090909090908,57,21,
2,SVM,6,"{""C"": 1.0, ""gamma"": ""scale""}",5,0.8583333333333332,56,21,
2,SVM,7,"{""C"": 1.0, ""gamma"": 0.01}",1,0.5909090909090908,27,21,
2,SVM,7,"{""C"": 1.0, ""gamma"": 0.01}",2,0.7644444444444445,30,21,
2,SVM,7,"{""C"": 1.0, ""gamma"": 0.01}",3,0.6544444444444445,20,21,
2,SVM,7,"{""C"": 1.0, ""gamma"": 0.01}",4,0.8444444444444443,33,21,
2,SVM,7,"{""C"": 1.0, ""gamma"": 0.01}",5,0.8333333333333333,33,21,
2,SVM,8,"{""C"": 1.0, ""gamma"": 0.1}",1,0.5709090909090908,59,21,
2,SVM,8,"{""C"": 1.0, ""gamma"": 0.1}",2,0.6533333333333333,58,21,
2,SVM,8,"{""C"": 1.0, ""gamma"": 0.1}",3,0.8253968253968254,62,21,
2,SVM,8,"{""C"": 1.0, ""gamma"": 0.1}",4,0.800909090909091,59,21,
2,SVM,8,"{""C"": 1.0, ""gamma"": 0.1}",5,0.8583333333333332,61,21,
2,SVM,9,"{""C"": 10.0, ""gamma"": ""scale""}",1,0.5042424242424242,105,21,
2,SVM,9,"{""C"": 10.0, ""gamma"": ""scale""}",2,0.6722222222222223,126,21,
2,SVM,9,"{""C"": 10.0, ""gamma"": ""scale""}",3,0.6453968253968254,125,21,
2,SVM,9,"{""C"": 10.0, ""gamma"": ""scale""}",4,0.8242424242424242,122,21,
2,SVM,9,"{""C"": 10.0, ""gamma"": ""scale""}",5,0.6544444444444445,133,21,
2,SVM,10,"{""C"": 10.0, ""gamma"": 0.01}",1,0.48757575757575755,154,21,
2,SVM,10,"{""C"": 10.0, ""gamma"": 0.01}",2,0.8,134,21,
2,SVM,10,"{""C"": 10.0, ""gamma"": 0.01}",3,0.6166666666666666,121,21,
2,SVM,10,"{""C"": 10.0, ""gamma"": 0.01}",4,0.7944444444444445,120,21,
2,SVM,10,"{""C"": 10.0, ""gamma"": 0.01}",5,0.8444444444444443,169,21,
2,SVM,11,"{""C"": 10.0, ""gamma"": 0.1}",1,0.5042424242424242,89,21,
2,SVM,11,"{""C"": 10.0, ""gamma"": 0.1}",2,0.6533333333333333,85,21,
2,SVM,11,"{""C"": 10.0, ""gamma"": 0.1}",3,0.7611111111111111,86,21,
2,SVM,11,"{""C"": 10.0, ""gamma"": 0.1}",4,0.7342424242424244,96,21,
2,SVM,11,"{""C"": 10.0, ""gamma"": 0.1}",5,0.6683333333333333,91,21,
2,SVM,12,"{""C"": 100.0, ""gamma"": ""scale""}",1,0.5042424242424242,105,21,
2,SVM,12,"{""C"": 100.0, ""gamma"": ""scale""}",2,0.6722222222222223,126,21,
2,SVM,12,"{""C"": 100.0, ""gamma"": ""scale""}",3,0.6453968253968254,125,21,
2,SVM,12,"{""C"": 100.0, ""gamma"": ""scale""}",4,0.8242424242424242,122,21,
2,SVM,12,"{""C"": 100.0, ""gamma"": ""scale""}",5,0.6544444444444445,133,21,
2,SVM,13,"{""C"": 100.0, ""gamma"": 0.01}",1,0.48757575757575755,221,21,
2,SVM,13,"{""C"": 100.0, ""gamma"": 0.01}",2,0.706060606060606,360,21,
2,SVM,13,"{""C"": 100.0, ""gamma"": 0.01}",3,0.5053968253968254,381,21,
2,SVM,13,"{""C"": 100.0, ""gamma"": 0.01}",4,0.7753968253968253,369,21,
2,SVM,13,"{""C"": 100.0, ""gamma"": 0.01}",5,0.7075757575757575,423,21,
2,SVM,14,"{""C"": 100.0, ""gamma"": 0.1}",1,0.5042424242424242,89,21,
2,SVM,14,"{""C"": 100.0, ""gamma"": 0.1}",2,0.6533333333333333,85,21,
2,SVM,14,"{""C"": 100.0, ""gamma"": 0.1}",3,0.7611111111111111,86,21,
2,SVM,14,"{""C"": 100.0, ""gamma"": 0.1}",4,0.7342424242424244,96,21,
2,SVM,14,"{""C"": 100.0, ""gamma"": 0.1}",5,0.6683333333333333,91,21,
3,Monotonic,0,"{""lambda"": 0.001}",1,0.5166666666666666,35,15,0.0
3,Monotonic,0,"{""lambda"": 0.001}",2,0.41349206349206347,31,15,0.0
3,Monotonic,0,"{""lambda"": 0.001}",3,0.5438888888888889,30,14,0.0
3,Monotonic,0,"{""lambda"": 0.001}",4,0.6053968253968254,33,14,0.0
3,Monotonic,0,"{""lambda"": 0.001}",5,0.40238095238095234,33,17,0.0
3,Monotonic,1,"{""lambda"": 0.01}",1,0.530952380952381,27,15,0.0
3,Monotonic,1,"{""lambda"": 0.01}",2,0.41349206349206347,25,14,0.0
3,Monotonic,1,"{""lambda"": 0.01}",3,0.5546031746031745,26,14,0.0
3,Monotonic,1,"{""lambda"": 0.01}",4,0.6053968253968254,29,15,0.0
3,Monotonic,1,"{""lambda"": 0.01}",5,0.40238095238095234,24,17,0.0
3,Monotonic,2,"{""lambda"": 0.1}",1,0.5585281385281384,15,16,0.0
3,Monotonic,2,"{""lambda"": 0.1}",2,0.4411111111111111,14,14,0.0
3,Monotonic,2,"{""lambda"": 0.1}",3,0.5797979797979798,16,17,0.0
3,Monotonic,2,"{""lambda"": 0.1}",4,0.6253968253968254,15,17,0.0
3,Monotonic,2,"{""lambda"": 0.1}",5,0.5453968253968254,17,17,0.0
3,Monotonic,3,"{""lambda"": 1.0}",1,0.6109090909090908,12,19,0.0
3,Monotonic,3,"{""lambda"": 1.0}",2,0.46928571428571425,12,17,0.0
3,Monotonic,3,"{""lambda"": 1.0}",3,0.5547979797979798,12,18,0.0
3,Monotonic,3,"{""lambda"": 1.0}",4,0.6253968253968254,12,18,0.0
3,Monotonic,3,"{""lambda"": 1.0}",5,0.6961904761904762,12,19,0.0
3,Monotonic,4,"{""lambda"": 10.0}",1,0.6442424242424243,10,19,0.0
3,Monotonic,4,"{""lambda"": 10.0}",2,0.46928571428571425,9,19,0.0
3,Monotonic,4,"{""lambda"": 10.0}",3,0.5347979797979798,10,18,0.0
3,Monotonic,4,"{""lambda"": 10.0}",4,0.6253968253968254,10,18,0.0
3,Monotonic,4,"{""lambda"": 10.0}",5,0.7295238095238095,10,20,0.0
3,L2,0,"{""lambda"": 0.001}",1,0.4566233766233766,61,21,
3,L2,0,"{""lambda"": 0.001}",2,0.45238095238095233,61,21,
3,L2,0,"{""lambda"": 0.001}",3,0.4634920634920635,53,21,
3,L2,0,"{""lambda"": 0.001}",4,0.7833333333333332,62,21,
3,L2,0,"{""lambda"": 0.001}",5,0.5111111111111111,52,21,
3,L2,1,"{""lambda"": 0.01}",1,0.4575757575757575,37,21,
3,L2,1,"{""lambda"": 0.01}",2,0.4634920634920635,32,21,
3,L2,1,"{""lambda"": 0.01}",3,0.663888888888889,34,21,
3,L2,1,"{""lambda"": 0.01}",4,0.7342424242424244,36,21,
3,L2,1,"{""lambda"": 0.01}",5,0.4768253968253968,34,21,
3,L2,2,"{""lambda"": 0.1}",1,0.4918614718614718,16,21,
3,L2,2,"{""lambda"": 0.1}",2,0.41349206349206347,16,21,
3,L2,2,"{""lambda"": 0.1}",3,0.4997979797979798,16,21,
3,L2,2,"{""lambda"": 0.1}",4,0.7087301587301587,17,21,
3,L2,2,"{""lambda"": 0.1}",5,0.5253968253968254,17,21,
3,L2,3,"{""lambda"": 1.0}",1,0.6442424242424243,11,21,
3,L2,3,"{""lambda"": 1.0}",2,0.46928571428571425,11,21,
3,L2,3,"{""lambda"": 1.0}",3,0.5459090909090909,11,21,
3,L2,3,"{""lambda"": 1.0}",4,0.5968253968253969,11,21,
3,L2,3,"{""lambda"": 1.0}",5,0.6961904761904762,11,21,
3,L2,4,"{""lambda"": 10.0}",1,0.6775757575757575,10,21,
3,L2,4,"{""lambda"": 10.0}",2,0.46928571428571425,9,21,
3,L2,4,"{""lambda"": 10.0}",3,0.5347979797979798,10,21,
3,L2,4,"{""lambda"": 10.0}",4,0.6111111111111112,10,21,
3,L2,4,"{""lambda"": 10.0}",5,0.7295238095238095,11,21,
3,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",1,0.4566233766233766,4471,21,
3,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",2,0.45238095238095233,6189,21,
3,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",3,0.4634920634920635,4791,21,
3,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",4,0.7944444444444445,4118,21,
3,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",5,0.5111111111111111,2744,21,
3,Elastic Net,1,"{""lambda"": 0.001, ""l1_ratio"": 0.5}",1,0.4432900432900433,6389,21,
3,Elastic Net,1,"{""lambda"": 0.001, ""l1_ratio"": 0.5}",2,0.44126984126984126,9250,21,
3,Elastic Net,1,"{""lambda"": 0.001, ""l1_ratio"": 0.5}",3,0.4634920634920635,6522,21,
3,Elastic Net,1,"{""lambda"": 0.001, ""l1_ratio"": 0.5}",4,0.8083333333333333,5217,21,
3,Elastic Net,1,"{""lambda"": 0.001, ""l1_ratio"": 0.5}",5,0.5111111111111111,3381,21,
3,Elastic Net,2,"{""lambda"": 0.001, ""l1_ratio"": 0.9}",1,0.4432900432900433,14705,21,
3,Elastic Net,2,"{""lambda"": 0.001, ""l1_ratio"": 0.9}",2,0.4079365079365079,22842,20,
3,Elastic Net,2,"{""lambda"": 0.001, ""l1_ratio"": 0.9}",3,0.4634920634920635,11625,21,
3,Elastic Net,2,"{""lambda"": 0.001, ""l1_ratio"": 0.9}",4,0.7783333333333333,7836,21,
3,Elastic Net,2,"{""lambda"": 0.001, ""l1_ratio"": 0.9}",5,0.49111111111111116,4670,21,
3,Elastic Net,3,"{""lambda"": 0.01, ""l1_ratio"": 0.1}",1,0.4575757575757575,892,20,
3,Elastic Net,3,"{""lambda"": 0.01, ""l1_ratio"": 0.1}",2,0.4634920634920635,917,21,
3,Elastic Net,3,"{""lambda"": 0.01, ""l1_ratio"": 0.1}",3,0.663888888888889,852,20,
3,Elastic Net,3,"{""lambda"": 0.01, ""l1_ratio"": 0.1}",4,0.7342424242424244,984,21,
3,Elastic Net,3,"{""lambda"": 0.01, ""l1_ratio"": 0.1}",5,0.4768253968253968,587,21,
3,Elastic Net,4,"{""lambda"": 0.01, ""l1_ratio"": 0.5}",1,0.49090909090909085,1160,17,
3,Elastic Net,4,"{""lambda"": 0.01, ""l1_ratio"": 0.5}",2,0.43015873015873013,1061,20,
3,Elastic Net,4,"{""lambda"": 0.01, ""l1_ratio"": 0.5}",3,0.663888888888889,944,17,
3,Elastic Net,4,"{""lambda"": 0.01, ""l1_ratio"": 0.5}",4,0.7342424242424244,1308,18,
3,Elastic Net,4,"{""lambda"": 0.01, ""l1_ratio"": 0.5}",5,0.4634920634920635,645,17,
3,Elastic Net,5,"{""lambda"": 0.01, ""l1_ratio"": 0.9}",1,0.47090909090909094,1887,16,
3,Elastic Net,5,"{""lambda"": 0.01, ""l1_ratio"": 0.9}",2,0.43015873015873013,1491,18,
3,Elastic Net,5,"{""lambda"": 0.01, ""l1_ratio"": 0.9}",3,0.5746031746031746,1020,17,
3,Elastic Net,5,"{""lambda"": 0.01, ""l1_ratio"": 0.9}",4,0.7342424242424244,2028,15,
3,Elastic Net,5,"{""lambda"": 0.01, ""l1_ratio"": 0.9}",5,0.4634920634920635,824,16,
3,Elastic Net,6,"{""lambda"": 0.1, ""l1_ratio"": 0.1}",1,0.5251948051948051,143,19,
3,Elastic Net,6,"{""lambda"": 0.1, ""l1_ratio"": 0.1}",2,0.42682539682539683,145,17,
3,Elastic Net,6,"{""lambda"": 0.1, ""l1_ratio"": 0.1}",3,0.4997979797979798,154,17,
3,Elastic Net,6,"{""lambda"": 0.1, ""l1_ratio"": 0.1}",4,0.6453968253968254,128,17,
3,Elastic Net,6,"{""lambda"": 0.1, ""l1_ratio"": 0.1}",5,0.5392857142857143,136,19,
3,Elastic Net,7,"{""lambda"": 0.1, ""l1_ratio"": 0.5}",1,0.8142857142857143,181,9,
3,Elastic Net,7,"{""lambda"": 0.1, ""l1_ratio"": 0.5}",2,0.4434920634920635,133,6,
3,Elastic Net,7,"{""lambda"": 0.1, ""l1_ratio"": 0.5}",3,0.6253968253968254,178,8,
3,Elastic Net,7,"{""lambda"": 0.1, ""l1_ratio"": 0.5}",4,0.6533333333333333,186,9,
3,Elastic Net,7,"{""lambda"": 0.1, ""l1_ratio"": 0.5}",5,0.6192857142857142,171,11,
3,Elastic Net,8,"{""lambda"": 0.1, ""l1_ratio"": 0.9}",1,0.7944444444444445,140,5,
3,Elastic Net,8,"{""lambda"": 0.1, ""l1_ratio"": 0.9}",2,0.4720634920634921,143,5,
3,Elastic Net,8,"{""lambda"": 0.1, ""l1_ratio"": 0.9}",3,0.6253968253968254,131,4,
3,Elastic Net,8,"{""lambda"": 0.1, ""l1_ratio"": 0.9}",4,0.81,124,3,
3,Elastic Net,8,"{""lambda"": 0.1, ""l1_ratio"": 0.9}",5,0.5783333333333333,90,2,
3,Elastic Net,9,"{""lambda"": 1.0, ""l1_ratio"": 0.1}",1,0.911111111111111,79,8,
3,Elastic Net,9,"{""lambda"": 1.0, ""l1_ratio"": 0.1}",2,0.4411111111111111,77,6,
3,Elastic Net,9,"{""lambda"": 1.0, ""l1_ratio"": 0.1}",3,0.6088888888888888,83,7,
3,Elastic Net,9,"{""lambda"": 1.0, ""l1_ratio"": 0.1}",4,0.7533333333333332,80,8,
3,Elastic Net,9,"{""lambda"": 1.0, ""l1_ratio"": 0.1}",5,0.8211111111111111,75,5,
3,Elastic Net,10,"{""lambda"": 1.0, ""l1_ratio"": 0.5}",1,0.4166666666666667,3,0,
3,Elastic Net,10,"{""lambda"": 1.0, ""l1_ratio"": 0.5}",2,0.4166666666666667,3,0,
3,Elastic Net,10,"{""lambda"": 1.0, ""l1_ratio"": 0.5}",3,0.45454545454545453,1,0,
3,Elastic Net,10,"{""lambda"": 1.0, ""l1_ratio"": 0.5}",4,0.45454545454545453,1,0,
3,Elastic Net,10,"{""lambda"": 1.0, ""l1_ratio"": 0.5}",5,0.45454545454545453,1,0,
3,Elastic Net,11,"{""lambda"": 1.0, ""l1_ratio"": 0.9}",1,0.4166666666666667,1,0,
3,Elastic Net,11,"{""lambda"": 1.0, ""l1_ratio"": 0.9}",2,0.4166666666666667,3,0,
3,Elastic Net,11,"{""lambda"": 1.0, ""l1_ratio"": 0.9}",3,0.45454545454545453,1,0,
3,Elastic Net,11,"{""lambda"": 1.0, ""l1_ratio"": 0.9}",4,0.45454545454545453,1,0,
3,Elastic Net,11,"{""lambda"": 1.0, ""l1_ratio"": 0.9}",5,0.45454545454545453,1,0,
3,Elastic Net,12,"{""lambda"": 10.0, ""l1_ratio"": 0.1}",1,0.4166666666666667,1,0,
3,Elastic Net,12,"{""lambda"": 10.0, ""l1_ratio"": 0.1}",2,0.4166666666666667,3,0,
3,Elastic Net,12,"{""lambda"": 10.0, ""l1_ratio"": 0.1}",3,0.45454545454545453,1,0,
3,Elastic Net,12,"{""lambda"": 10.0, ""l1_ratio"": 0.1}",4,0.45454545454545453,1,0,
3,Elastic Net,12,"{""lambda"": 10.0, ""l1_ratio"": 0.1}",5,0.45454545454545453,1,0,
3,Elastic Net,13,"{""lambda"": 10.0, ""l1_ratio"": 0.5}",1,0.4166666666666667,1,0,
3,Elastic Net,13,"{""lambda"": 10.0, ""l1_ratio"": 0.5}",2,0.4166666666666667,1,0,
3,Elastic Net,13,"{""lambda"": 10.0, ""l1_ratio"": 0.5}",3,0.45454545454545453,1,0,
3,Elastic Net,13,"{""lambda"": 10.0, ""l1_ratio"": 0.5}",4,0.45454545454545453,1,0,
3,Elastic Net,13,"{""lambda"": 10.0, ""l1_ratio"": 0.5}",5,0.45454545454545453,1,0,
3,Elastic Net,14,"{""lambda"": 10.0, ""l1_ratio"": 0.9}",1,0.4166666666666667,1,0,
3,Elastic Net,14,"{""lambda"": 10.0, ""l1_ratio"": 0.9}",2,0.4166666666666667,1,0,
3,Elastic Net,14,"{""lambda"": 10.0, ""l1_ratio"": 0.9}",3,0.45454545454545453,1,0,
3,Elastic Net,14,"{""lambda"": 10.0, ""l1_ratio"": 0.9}",4,0.45454545454545453,1,0,
3,Elastic Net,14,"{""lambda"": 10.0, ""l1_ratio"": 0.9}",5,0.45454545454545453,1,0,
3,SVM,0,"{""C"": 0.01, ""gamma"": ""scale""}",1,0.6442424242424243,26,21,
3,SVM,0,"{""C"": 0.01, ""gamma"": ""scale""}",2,0.41349206349206347,27,21,
3,SVM,0,"{""C"": 0.01, ""gamma"": ""scale""}",3,0.4720634920634921,27,21,
3,SVM,0,"{""C"": 0.01, ""gamma"": ""scale""}",4,0.7253968253968255,26,21,
3,SVM,0,"{""C"": 0.01, ""gamma"": ""scale""}",5,0.7142857142857142,29,21,
3,SVM,1,"{""C"": 0.01, ""gamma"": 0.01}",1,0.6442424242424243,25,21,
3,SVM,1,"{""C"": 0.01, ""gamma"": 0.01}",2,0.4411111111111111,22,21,
3,SVM,1,"{""C"": 0.01, ""gamma"": 0.01}",3,0.4432900432900433,25,21,
3,SVM,1,"{""C"": 0.01, ""gamma"": 0.01}",4,0.6787301587301586,24,21,
3,SVM,1,"{""C"": 0.01, ""gamma"": 0.01}",5,0.6253968253968254,23,21,
3,SVM,2,"{""C"": 0.01, ""gamma"": 0.1}",1,0.7251948051948052,33,21,
3,SVM,2,"{""C"": 0.01, ""gamma"": 0.1}",2,0.5192857142857142,33,21,
3,SVM,2,"{""C"": 0.01, ""gamma"": 0.1}",3,0.49206349206349204,34,21,
3,SVM,2,"{""C"": 0.01, ""gamma"": 0.1}",4,0.6592857142857143,36,21,
3,SVM,2,"{""C"": 0.01, ""gamma"": 0.1}",5,0.6709090909090909,35,21,
3,SVM,3,"{""C"": 0.1, ""gamma"": ""scale""}",1,0.6442424242424243,33,21,
3,SVM,3,"{""C"": 0.1, ""gamma"": ""scale""}",2,0.42682539682539683,31,21,
3,SVM,3,"{""C"": 0.1, ""gamma"": ""scale""}",3,0.4720634920634921,38,21,
3,SVM,3,"{""C"": 0.1, ""gamma"": ""scale""}",4,0.7253968253968255,34,21,
3,SVM,3,"{""C"": 0.1, ""gamma"": ""scale""}",5,0.7142857142857142,35,21,
3,SVM,4,"{""C"": 0.1, ""gamma"": 0.01}",1,0.6442424242424243,27,21,
3,SVM,4,"{""C"": 0.1, ""gamma"": 0.01}",2,0.4411111111111111,24,21,
3,SVM,4,"{""C"": 0.1, ""gamma"": 0.01}",3,0.4432900432900433,25,21,
3,SVM,4,"{""C"": 0.1, ""gamma"": 0.01}",4,0.6644444444444444,29,21,
3,SVM,4,"{""C"": 0.1, ""gamma"": 0.01}",5,0.6253968253968254,27,21,
3,SVM,5,"{""C"": 0.1, ""gamma"": 0.1}",1,0.7251948051948052,42,21,
3,SVM,5,"{""C"": 0.1, ""gamma"": 0.1}",2,0.5192857142857142,41,21,
3,SVM,5,"{""C"": 0.1, ""gamma"": 0.1}",3,0.49206349206349204,43,21,
3,SVM,5,"{""C"": 0.1, ""gamma"": 0.1}",4,0.6592857142857143,45,21,
3,SVM,5,"{""C"": 0.1, ""gamma"": 0.1}",5,0.6709090909090909,48,21,
3,SVM,6,"{""C"": 1.0, ""gamma"": ""scale""}",1,0.6585281385281385,47,21,
3,SVM,6,"{""C"": 1.0, ""gamma"": ""scale""}",2,0.43015873015873013,48,21,
3,SVM,6,"{""C"": 1.0, ""gamma"": ""scale""}",3,0.5059523809523809,53,21,
3,SVM,6,"{""C"": 1.0, ""gamma"": ""scale""}",4,0.7253968253968255,50,21,
3,SVM,6,"{""C"": 1.0, ""gamma"": ""scale""}",5,0.7142857142857142,46,21,
3,SVM,7,"{""C"": 1.0, ""gamma"": 0.01}",1,0.6442424242424243,27,21,
3,SVM,7,"{""C"": 1.0, ""gamma"": 0.01}",2,0.4411111111111111,27,21,
3,SVM,7,"{""C"": 1.0, ""gamma"": 0.01}",3,0.4432900432900433,35,21,
3,SVM,7,"{""C"": 1.0, ""gamma"": 0.01}",4,0.6644444444444444,33,21,
3,SVM,7,"{""C"": 1.0, ""gamma"": 0.01}",5,0.6253968253968254,30,21,
3,SVM,8,"{""C"": 1.0, ""gamma"": 0.1}",1,0.7251948051948052,57,21,
3,SVM,8,"{""C"": 1.0, ""gamma"": 0.1}",2,0.5192857142857142,57,21,
