outer_fold,model,candidate,parameters,inner_fold,validation_ap,iterations,nonzero_features,violations
3,SVM,8,"{""C"": 1.0, ""gamma"": 0.1}",3,0.49206349206349204,65,21,
3,SVM,8,"{""C"": 1.0, ""gamma"": 0.1}",4,0.6783333333333332,63,21,
3,SVM,8,"{""C"": 1.0, ""gamma"": 0.1}",5,0.6709090909090909,61,21,
3,SVM,9,"{""C"": 10.0, ""gamma"": ""scale""}",1,0.5131313131313131,142,21,
3,SVM,9,"{""C"": 10.0, ""gamma"": ""scale""}",2,0.49777777777777776,128,21,
3,SVM,9,"{""C"": 10.0, ""gamma"": ""scale""}",3,0.48666666666666664,139,21,
3,SVM,9,"{""C"": 10.0, ""gamma"": ""scale""}",4,0.6866666666666665,139,21,
3,SVM,9,"{""C"": 10.0, ""gamma"": ""scale""}",5,0.6746031746031746,130,21,
3,SVM,10,"{""C"": 10.0, ""gamma"": 0.01}",1,0.47,153,21,
3,SVM,10,"{""C"": 10.0, ""gamma"": 0.01}",2,0.41349206349206347,138,21,
3,SVM,10,"{""C"": 10.0, ""gamma"": 0.01}",3,0.44646464646464645,99,21,
3,SVM,10,"{""C"": 10.0, ""gamma"": 0.01}",4,0.7592857142857143,100,21,
3,SVM,10,"{""C"": 10.0, ""gamma"": 0.01}",5,0.5099567099567099,117,21,
3,SVM,11,"{""C"": 10.0, ""gamma"": 0.1}",1,0.5242424242424242,87,21,
3,SVM,11,"{""C"": 10.0, ""gamma"": 0.1}",2,0.5783333333333333,93,21,
3,SVM,11,"{""C"": 10.0, ""gamma"": 0.1}",3,0.47777777777777775,89,21,
3,SVM,11,"{""C"": 10.0, ""gamma"": 0.1}",4,0.7116666666666667,98,21,
3,SVM,11,"{""C"": 10.0, ""gamma"": 0.1}",5,0.7209090909090909,87,21,
3,SVM,12,"{""C"": 100.0, ""gamma"": ""scale""}",1,0.5131313131313131,142,21,
3,SVM,12,"{""C"": 100.0, ""gamma"": ""scale""}",2,0.49777777777777776,128,21,
3,SVM,12,"{""C"": 100.0, ""gamma"": ""scale""}",3,0.48666666666666664,139,21,
3,SVM,12,"{""C"": 100.0, ""gamma"": ""scale""}",4,0.6866666666666665,139,21,
3,SVM,12,"{""C"": 100.0, ""gamma"": ""scale""}",5,0.6746031746031746,130,21,
3,SVM,13,"{""C"": 100.0, ""gamma"": 0.01}",1,0.4899567099567099,477,21,
3,SVM,13,"{""C"": 100.0, ""gamma"": 0.01}",2,0.43015873015873013,378,21,
3,SVM,13,"{""C"": 100.0, ""gamma"": 0.01}",3,0.5242424242424242,420,21,
3,SVM,13,"{""C"": 100.0, ""gamma"": 0.01}",4,0.6166666666666666,506,21,
3,SVM,13,"{""C"": 100.0, ""gamma"": 0.01}",5,0.49090909090909085,346,21,
3,SVM,14,"{""C"": 100.0, ""gamma"": 0.1}",1,0.5242424242424242,87,21,
3,SVM,14,"{""C"": 100.0, ""gamma"": 0.1}",2,0.5783333333333333,93,21,
3,SVM,14,"{""C"": 100.0, ""gamma"": 0.1}",3,0.47777777777777775,89,21,
3,SVM,14,"{""C"": 100.0, ""gamma"": 0.1}",4,0.7116666666666667,98,21,
3,SVM,14,"{""C"": 100.0, ""gamma"": 0.1}",5,0.7209090909090909,87,21,
4,Monotonic,0,"{""lambda"": 0.001}",1,0.8166666666666667,31,15,0.0
4,Monotonic,0,"{""lambda"": 0.001}",2,0.5342857142857143,23,14,0.0
4,Monotonic,0,"{""lambda"": 0.001}",3,0.4634920634920635,30,15,0.0
4,Monotonic,0,"{""lambda"": 0.001}",4,0.7051948051948052,24,13,0.0
4,Monotonic,0,"{""lambda"": 0.001}",5,0.4079365079365079,37,18,0.0
4,Monotonic,1,"{""lambda"": 0.01}",1,0.8166666666666667,26,15,0.0
4,Monotonic,1,"{""lambda"": 0.01}",2,0.5533333333333332,23,14,0.0
4,Monotonic,1,"{""lambda"": 0.01}",3,0.4434920634920635,26,14,0.0
4,Monotonic,1,"{""lambda"": 0.01}",4,0.7251948051948052,24,14,0.0
4,Monotonic,1,"{""lambda"": 0.01}",5,0.49111111111111116,30,18,0.0
4,Monotonic,2,"{""lambda"": 0.1}",1,0.7976190476190477,17,18,0.0
4,Monotonic,2,"{""lambda"": 0.1}",2,0.5833333333333333,15,15,0.0
4,Monotonic,2,"{""lambda"": 0.1}",3,0.4434920634920635,15,17,0.0
4,Monotonic,2,"{""lambda"": 0.1}",4,0.8333333333333333,16,17,0.0
4,Monotonic,2,"{""lambda"": 0.1}",5,0.42682539682539683,16,19,0.0
4,Monotonic,3,"{""lambda"": 1.0}",1,0.8051948051948052,12,18,0.0
4,Monotonic,3,"{""lambda"": 1.0}",2,0.5444444444444444,10,18,0.0
4,Monotonic,3,"{""lambda"": 1.0}",3,0.43015873015873013,12,19,0.0
4,Monotonic,3,"{""lambda"": 1.0}",4,0.8599999999999999,12,19,0.0
4,Monotonic,3,"{""lambda"": 1.0}",5,0.4634920634920635,12,19,0.0
4,Monotonic,4,"{""lambda"": 10.0}",1,0.740909090909091,9,18,0.0
4,Monotonic,4,"{""lambda"": 10.0}",2,0.49777777777777776,9,19,0.0
4,Monotonic,4,"{""lambda"": 10.0}",3,0.4634920634920635,10,19,0.0
4,Monotonic,4,"{""lambda"": 10.0}",4,0.8599999999999999,9,19,0.0
4,Monotonic,4,"{""lambda"": 10.0}",5,0.5111111111111111,9,20,0.0
4,L2,0,"{""lambda"": 0.001}",1,0.7266666666666666,54,21,
4,L2,0,"{""lambda"": 0.001}",2,0.4034920634920635,61,21,
4,L2,0,"{""lambda"": 0.001}",3,0.4432900432900433,58,21,
4,L2,0,"{""lambda"": 0.001}",4,0.6585281385281385,43,21,
4,L2,0,"{""lambda"": 0.001}",5,0.4046031746031746,58,21,
4,L2,1,"{""lambda"": 0.01}",1,0.7266666666666666,31,21,
4,L2,1,"{""lambda"": 0.01}",2,0.41349206349206347,31,21,
4,L2,1,"{""lambda"": 0.01}",3,0.4746031746031746,34,21,
4,L2,1,"{""lambda"": 0.01}",4,0.6775757575757575,33,21,
4,L2,1,"{""lambda"": 0.01}",5,0.43555555555555553,35,21,
4,L2,2,"{""lambda"": 0.1}",1,0.8166666666666667,16,21,
4,L2,2,"{""lambda"": 0.1}",2,0.43,17,21,
4,L2,2,"{""lambda"": 0.1}",3,0.41349206349206347,17,21,
4,L2,2,"{""lambda"": 0.1}",4,0.7433333333333334,18,21,
4,L2,2,"{""lambda"": 0.1}",5,0.49111111111111116,17,21,
4,L2,3,"{""lambda"": 1.0}",1,0.8051948051948052,10,21,
4,L2,3,"{""lambda"": 1.0}",2,0.4634920634920635,10,21,
4,L2,3,"{""lambda"": 1.0}",3,0.41349206349206347,11,21,
4,L2,3,"{""lambda"": 1.0}",4,0.8999999999999999,11,21,
4,L2,3,"{""lambda"": 1.0}",5,0.5968253968253969,11,21,
4,L2,4,"{""lambda"": 10.0}",1,0.740909090909091,9,21,
4,L2,4,"{""lambda"": 10.0}",2,0.47777777777777775,9,21,
4,L2,4,"{""lambda"": 10.0}",3,0.43015873015873013,10,21,
4,L2,4,"{""lambda"": 10.0}",4,0.8599999999999999,9,21,
4,L2,4,"{""lambda"": 10.0}",5,0.6111111111111112,9,21,
4,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",1,0.7266666666666666,2640,21,
4,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",2,0.4034920634920635,2621,21,
4,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",3,0.4432900432900433,3159,21,
4,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",4,0.6385281385281385,1621,21,
4,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",5,0.4046031746031746,3766,21,
4,Elastic Net,1,"{""lambda"": 0.001, ""l1_ratio"": 0.5}",1,0.6266666666666666,2980,21,
4,Elastic Net,1,"{""lambda"": 0.001, ""l1_ratio"": 0.5}",2,0.4034920634920635,3719,21,
4,Elastic Net,1,"{""lambda"": 0.001, ""l1_ratio"": 0.5}",3,0.4432900432900433,3619,21,
4,Elastic Net,1,"{""lambda"": 0.001, ""l1_ratio"": 0.5}",4,0.6242424242424243,1599,20,
4,Elastic Net,1,"{""lambda"": 0.001, ""l1_ratio"": 0.5}",5,0.4046031746031746,4689,21,
4,Elastic Net,2,"{""lambda"": 0.001, ""l1_ratio"": 0.9}",1,0.6266666666666666,3545,21,
4,Elastic Net,2,"{""lambda"": 0.001, ""l1_ratio"": 0.9}",2,0.4034920634920635,7686,21,
4,Elastic Net,2,"{""lambda"": 0.001, ""l1_ratio"": 0.9}",3,0.42329004329004327,4329,21,
4,Elastic Net,2,"{""lambda"": 0.001, ""l1_ratio"": 0.9}",4,0.6242424242424243,1681,20,
4,Elastic Net,2,"{""lambda"": 0.001, ""l1_ratio"": 0.9}",5,0.4046031746031746,5992,20,
4,Elastic Net,3,"{""lambda"": 0.01, ""l1_ratio"": 0.1}",1,0.7266666666666666,861,21,
4,Elastic Net,3,"{""lambda"": 0.01, ""l1_ratio"": 0.1}",2,0.41349206349206347,438,20,
4,Elastic Net,3,"{""lambda"": 0.01, ""l1_ratio"": 0.1}",3,0.4746031746031746,935,20,
4,Elastic Net,3,"{""lambda"": 0.01, ""l1_ratio"": 0.1}",4,0.6866666666666665,721,19,
4,Elastic Net,3,"{""lambda"": 0.01, ""l1_ratio"": 0.1}",5,0.43555555555555553,740,21,
4,Elastic Net,4,"{""lambda"": 0.01, ""l1_ratio"": 0.5}",1,0.7933333333333332,1154,19,
4,Elastic Net,4,"{""lambda"": 0.01, ""l1_ratio"": 0.5}",2,0.41349206349206347,472,18,
4,Elastic Net,4,"{""lambda"": 0.01, ""l1_ratio"": 0.5}",3,0.45460317460317456,1233,15,
4,Elastic Net,4,"{""lambda"": 0.01, ""l1_ratio"": 0.5}",4,0.6676190476190476,737,18,
4,Elastic Net,4,"{""lambda"": 0.01, ""l1_ratio"": 0.5}",5,0.4688888888888889,994,20,
4,Elastic Net,5,"{""lambda"": 0.01, ""l1_ratio"": 0.9}",1,0.7933333333333332,1621,17,
4,Elastic Net,5,"{""lambda"": 0.01, ""l1_ratio"": 0.9}",2,0.41349206349206347,476,14,
4,Elastic Net,5,"{""lambda"": 0.01, ""l1_ratio"": 0.9}",3,0.45460317460317456,1876,13,
4,Elastic Net,5,"{""lambda"": 0.01, ""l1_ratio"": 0.9}",4,0.7142857142857142,770,16,
4,Elastic Net,5,"{""lambda"": 0.01, ""l1_ratio"": 0.9}",5,0.4688888888888889,1648,19,
4,Elastic Net,6,"{""lambda"": 0.1, ""l1_ratio"": 0.1}",1,0.8166666666666667,143,18,
4,Elastic Net,6,"{""lambda"": 0.1, ""l1_ratio"": 0.1}",2,0.5311111111111111,84,17,
4,Elastic Net,6,"{""lambda"": 0.1, ""l1_ratio"": 0.1}",3,0.42682539682539683,143,14,
4,Elastic Net,6,"{""lambda"": 0.1, ""l1_ratio"": 0.1}",4,0.81,154,21,
4,Elastic Net,6,"{""lambda"": 0.1, ""l1_ratio"": 0.1}",5,0.49111111111111116,151,19,
4,Elastic Net,7,"{""lambda"": 0.1, ""l1_ratio"": 0.5}",1,0.7642857142857142,186,8,
4,Elastic Net,7,"{""lambda"": 0.1, ""l1_ratio"": 0.5}",2,0.5342857142857143,86,7,
4,Elastic Net,7,"{""lambda"": 0.1, ""l1_ratio"": 0.5}",3,0.49206349206349204,203,10,
4,Elastic Net,7,"{""lambda"": 0.1, ""l1_ratio"": 0.5}",4,0.8211111111111111,105,6,
4,Elastic Net,7,"{""lambda"": 0.1, ""l1_ratio"": 0.5}",5,0.5768253968253969,192,9,
4,Elastic Net,8,"{""lambda"": 0.1, ""l1_ratio"": 0.9}",1,0.6342857142857143,87,2,
4,Elastic Net,8,"{""lambda"": 0.1, ""l1_ratio"": 0.9}",2,0.5342857142857143,82,5,
4,Elastic Net,8,"{""lambda"": 0.1, ""l1_ratio"": 0.9}",3,0.7644444444444445,166,4,
4,Elastic Net,8,"{""lambda"": 0.1, ""l1_ratio"": 0.9}",4,0.8711111111111112,82,3,
4,Elastic Net,8,"{""lambda"": 0.1, ""l1_ratio"": 0.9}",5,0.6311111111111112,106,3,
4,Elastic Net,9,"{""lambda"": 1.0, ""l1_ratio"": 0.1}",1,0.5088888888888888,84,6,
4,Elastic Net,9,"{""lambda"": 1.0, ""l1_ratio"": 0.1}",2,0.4918614718614718,50,8,
4,Elastic Net,9,"{""lambda"": 1.0, ""l1_ratio"": 0.1}",3,0.6783333333333332,87,7,
4,Elastic Net,9,"{""lambda"": 1.0, ""l1_ratio"": 0.1}",4,0.7944444444444445,86,2,
4,Elastic Net,9,"{""lambda"": 1.0, ""l1_ratio"": 0.1}",5,0.6311111111111112,88,6,
4,Elastic Net,10,"{""lambda"": 1.0, ""l1_ratio"": 0.5}",1,0.4166666666666667,3,0,
4,Elastic Net,10,"{""lambda"": 1.0, ""l1_ratio"": 0.5}",2,0.4166666666666667,3,0,
4,Elastic Net,10,"{""lambda"": 1.0, ""l1_ratio"": 0.5}",3,0.45454545454545453,1,0,
4,Elastic Net,10,"{""lambda"": 1.0, ""l1_ratio"": 0.5}",4,0.45454545454545453,1,0,
4,Elastic Net,10,"{""lambda"": 1.0, ""l1_ratio"": 0.5}",5,0.45454545454545453,1,0,
4,Elastic Net,11,"{""lambda"": 1.0, ""l1_ratio"": 0.9}",1,0.4166666666666667,1,0,
4,Elastic Net,11,"{""lambda"": 1.0, ""l1_ratio"": 0.9}",2,0.4166666666666667,1,0,
4,Elastic Net,11,"{""lambda"": 1.0, ""l1_ratio"": 0.9}",3,0.45454545454545453,1,0,
4,Elastic Net,11,"{""lambda"": 1.0, ""l1_ratio"": 0.9}",4,0.45454545454545453,1,0,
4,Elastic Net,11,"{""lambda"": 1.0, ""l1_ratio"": 0.9}",5,0.45454545454545453,1,0,
4,Elastic Net,12,"{""lambda"": 10.0, ""l1_ratio"": 0.1}",1,0.4166666666666667,1,0,
4,Elastic Net,12,"{""lambda"": 10.0, ""l1_ratio"": 0.1}",2,0.4166666666666667,1,0,
4,Elastic Net,12,"{""lambda"": 10.0, ""l1_ratio"": 0.1}",3,0.45454545454545453,1,0,
4,Elastic Net,12,"{""lambda"": 10.0, ""l1_ratio"": 0.1}",4,0.45454545454545453,1,0,
4,Elastic Net,12,"{""lambda"": 10.0, ""l1_ratio"": 0.1}",5,0.45454545454545453,1,0,
4,Elastic Net,13,"{""lambda"": 10.0, ""l1_ratio"": 0.5}",1,0.4166666666666667,1,0,
4,Elastic Net,13,"{""lambda"": 10.0, ""l1_ratio"": 0.5}",2,0.4166666666666667,1,0,
4,Elastic Net,13,"{""lambda"": 10.0, ""l1_ratio"": 0.5}",3,0.45454545454545453,1,0,
4,Elastic Net,13,"{""lambda"": 10.0, ""l1_ratio"": 0.5}",4,0.45454545454545453,1,0,
4,Elastic Net,13,"{""lambda"": 10.0, ""l1_ratio"": 0.5}",5,0.45454545454545453,1,0,
4,Elastic Net,14,"{""lambda"": 10.0, ""l1_ratio"": 0.9}",1,0.4166666666666667,1,0,
4,Elastic Net,14,"{""lambda"": 10.0, ""l1_ratio"": 0.9}",2,0.4166666666666667,1,0,
4,Elastic Net,14,"{""lambda"": 10.0, ""l1_ratio"": 0.9}",3,0.45454545454545453,1,0,
4,Elastic Net,14,"{""lambda"": 10.0, ""l1_ratio"": 0.9}",4,0.45454545454545453,1,0,
4,Elastic Net,14,"{""lambda"": 10.0, ""l1_ratio"": 0.9}",5,0.45454545454545453,1,0,
4,SVM,0,"{""C"": 0.01, ""gamma"": ""scale""}",1,0.5009523809523809,25,21,
4,SVM,0,"{""C"": 0.01, ""gamma"": ""scale""}",2,0.6311111111111112,29,21,
4,SVM,0,"{""C"": 0.01, ""gamma"": ""scale""}",3,0.44666666666666666,27,21,
4,SVM,0,"{""C"": 0.01, ""gamma"": ""scale""}",4,0.6644444444444444,26,21,
4,SVM,0,"{""C"": 0.01, ""gamma"": ""scale""}",5,0.49682539682539684,29,21,
4,SVM,1,"{""C"": 0.01, ""gamma"": 0.01}",1,0.6909090909090909,21,21,
4,SVM,1,"{""C"": 0.01, ""gamma"": 0.01}",2,0.45479797979797976,24,21,
4,SVM,1,"{""C"": 0.01, ""gamma"": 0.01}",3,0.41349206349206347,24,21,
4,SVM,1,"{""C"": 0.01, ""gamma"": 0.01}",4,0.6866666666666665,23,21,
4,SVM,1,"{""C"": 0.01, ""gamma"": 0.01}",5,0.49682539682539684,23,21,
4,SVM,2,"{""C"": 0.01, ""gamma"": 0.1}",1,0.5033333333333333,34,21,
4,SVM,2,"{""C"": 0.01, ""gamma"": 0.1}",2,0.7544444444444445,35,21,
4,SVM,2,"{""C"": 0.01, ""gamma"": 0.1}",3,0.4664646464646464,34,21,
4,SVM,2,"{""C"": 0.01, ""gamma"": 0.1}",4,0.6192857142857142,37,21,
4,SVM,2,"{""C"": 0.01, ""gamma"": 0.1}",5,0.5111111111111111,37,21,
4,SVM,3,"{""C"": 0.1, ""gamma"": ""scale""}",1,0.5009523809523809,29,21,
4,SVM,3,"{""C"": 0.1, ""gamma"": ""scale""}",2,0.5968253968253969,34,21,
4,SVM,3,"{""C"": 0.1, ""gamma"": ""scale""}",3,0.44666666666666666,34,21,
4,SVM,3,"{""C"": 0.1, ""gamma"": ""scale""}",4,0.6644444444444444,34,21,
4,SVM,3,"{""C"": 0.1, ""gamma"": ""scale""}",5,0.49682539682539684,37,21,
4,SVM,4,"{""C"": 0.1, ""gamma"": 0.01}",1,0.6909090909090909,23,21,
4,SVM,4,"{""C"": 0.1, ""gamma"": 0.01}",2,0.45479797979797976,27,21,
4,SVM,4,"{""C"": 0.1, ""gamma"": 0.01}",3,0.41349206349206347,28,21,
4,SVM,4,"{""C"": 0.1, ""gamma"": 0.01}",4,0.7277777777777779,29,21,
4,SVM,4,"{""C"": 0.1, ""gamma"": 0.01}",5,0.49682539682539684,26,21,
4,SVM,5,"{""C"": 0.1, ""gamma"": 0.1}",1,0.5033333333333333,40,21,
4,SVM,5,"{""C"": 0.1, ""gamma"": 0.1}",2,0.7544444444444445,45,21,
4,SVM,5,"{""C"": 0.1, ""gamma"": 0.1}",3,0.4664646464646464,45,21,
4,SVM,5,"{""C"": 0.1, ""gamma"": 0.1}",4,0.6192857142857142,46,21,
4,SVM,5,"{""C"": 0.1, ""gamma"": 0.1}",5,0.5111111111111111,46,21,
4,SVM,6,"{""C"": 1.0, ""gamma"": ""scale""}",1,0.4918614718614718,40,21,
4,SVM,6,"{""C"": 1.0, ""gamma"": ""scale""}",2,0.6644444444444444,51,21,
4,SVM,6,"{""C"": 1.0, ""gamma"": ""scale""}",3,0.48666666666666664,43,21,
4,SVM,6,"{""C"": 1.0, ""gamma"": ""scale""}",4,0.6644444444444444,48,21,
4,SVM,6,"{""C"": 1.0, ""gamma"": ""scale""}",5,0.49682539682539684,49,21,
4,SVM,7,"{""C"": 1.0, ""gamma"": 0.01}",1,0.6909090909090909,25,21,
4,SVM,7,"{""C"": 1.0, ""gamma"": 0.01}",2,0.45479797979797976,28,21,
4,SVM,7,"{""C"": 1.0, ""gamma"": 0.01}",3,0.41349206349206347,31,21,
4,SVM,7,"{""C"": 1.0, ""gamma"": 0.01}",4,0.7277777777777779,37,21,
4,SVM,7,"{""C"": 1.0, ""gamma"": 0.01}",5,0.49682539682539684,29,21,
4,SVM,8,"{""C"": 1.0, ""gamma"": 0.1}",1,0.5033333333333333,56,21,
4,SVM,8,"{""C"": 1.0, ""gamma"": 0.1}",2,0.7544444444444445,60,21,
4,SVM,8,"{""C"": 1.0, ""gamma"": 0.1}",3,0.4664646464646464,53,21,
4,SVM,8,"{""C"": 1.0, ""gamma"": 0.1}",4,0.6192857142857142,60,21,
4,SVM,8,"{""C"": 1.0, ""gamma"": 0.1}",5,0.5111111111111111,61,21,
4,SVM,9,"{""C"": 10.0, ""gamma"": ""scale""}",1,0.5033333333333333,133,21,
4,SVM,9,"{""C"": 10.0, ""gamma"": ""scale""}",2,0.7833333333333332,114,21,
4,SVM,9,"{""C"": 10.0, ""gamma"": ""scale""}",3,0.4575757575757575,134,21,
4,SVM,9,"{""C"": 10.0, ""gamma"": ""scale""}",4,0.5644444444444444,139,21,
4,SVM,9,"{""C"": 10.0, ""gamma"": ""scale""}",5,0.4720634920634921,140,21,
4,SVM,10,"{""C"": 10.0, ""gamma"": 0.01}",1,0.8509090909090908,129,21,
4,SVM,10,"{""C"": 10.0, ""gamma"": 0.01}",2,0.4851948051948052,122,21,
4,SVM,10,"{""C"": 10.0, ""gamma"": 0.01}",3,0.4746031746031746,160,21,
4,SVM,10,"{""C"": 10.0, ""gamma"": 0.01}",4,0.6075757575757575,151,21,
4,SVM,10,"{""C"": 10.0, ""gamma"": 0.01}",5,0.5657142857142857,133,21,
4,SVM,11,"{""C"": 10.0, ""gamma"": 0.1}",1,0.5033333333333333,90,21,
4,SVM,11,"{""C"": 10.0, ""gamma"": 0.1}",2,0.7433333333333334,95,21,
4,SVM,11,"{""C"": 10.0, ""gamma"": 0.1}",3,0.3866233766233766,96,21,
4,SVM,11,"{""C"": 10.0, ""gamma"": 0.1}",4,0.5392857142857143,93,21,
4,SVM,11,"{""C"": 10.0, ""gamma"": 0.1}",5,0.5392857142857143,95,21,
4,SVM,12,"{""C"": 100.0, ""gamma"": ""scale""}",1,0.5033333333333333,133,21,
4,SVM,12,"{""C"": 100.0, ""gamma"": ""scale""}",2,0.7833333333333332,114,21,
4,SVM,12,"{""C"": 100.0, ""gamma"": ""scale""}",3,0.4575757575757575,134,21,
4,SVM,12,"{""C"": 100.0, ""gamma"": ""scale""}",4,0.5644444444444444,139,21,
4,SVM,12,"{""C"": 100.0, ""gamma"": ""scale""}",5,0.4720634920634921,140,21,
4,SVM,13,"{""C"": 100.0, ""gamma"": 0.01}",1,0.8166666666666667,345,21,
4,SVM,13,"{""C"": 100.0, ""gamma"": 0.01}",2,0.5857142857142856,403,21,
4,SVM,13,"{""C"": 100.0, ""gamma"": 0.01}",3,0.49884559884559876,496,21,
4,SVM,13,"{""C"": 100.0, ""gamma"": 0.01}",4,0.49186147186147183,478,21,
4,SVM,13,"{""C"": 100.0, ""gamma"": 0.01}",5,0.3923809523809524,397,21,
4,SVM,14,"{""C"": 100.0, ""gamma"": 0.1}",1,0.5033333333333333,90,21,
4,SVM,14,"{""C"": 100.0, ""gamma"": 0.1}",2,0.7433333333333334,95,21,
4,SVM,14,"{""C"": 100.0, ""gamma"": 0.1}",3,0.3866233766233766,96,21,
4,SVM,14,"{""C"": 100.0, ""gamma"": 0.1}",4,0.5392857142857143,93,21,
4,SVM,14,"{""C"": 100.0, ""gamma"": 0.1}",5,0.5392857142857143,95,21,
5,Monotonic,0,"{""lambda"": 0.001}",1,0.7783333333333333,30,15,0.0
5,Monotonic,0,"{""lambda"": 0.001}",2,0.6722222222222223,37,16,0.0
5,Monotonic,0,"{""lambda"": 0.001}",3,0.7833333333333332,39,15,0.0
5,Monotonic,0,"{""lambda"": 0.001}",4,0.4553968253968254,43,16,0.0
5,Monotonic,0,"{""lambda"": 0.001}",5,0.6866666666666665,31,13,0.0
5,Monotonic,1,"{""lambda"": 0.01}",1,0.7116666666666667,28,17,0.0
5,Monotonic,1,"{""lambda"": 0.01}",2,0.6666666666666667,27,16,0.0
5,Monotonic,1,"{""lambda"": 0.01}",3,0.7644444444444445,27,16,0.0
5,Monotonic,1,"{""lambda"": 0.01}",4,0.4851948051948052,26,16,0.0
5,Monotonic,1,"{""lambda"": 0.01}",5,0.7087301587301587,29,16,0.0
5,Monotonic,2,"{""lambda"": 0.1}",1,0.7277777777777779,15,19,0.0
5,Monotonic,2,"{""lambda"": 0.1}",2,0.7551948051948052,14,17,0.0
5,Monotonic,2,"{""lambda"": 0.1}",3,0.8444444444444443,14,16,0.0
5,Monotonic,2,"{""lambda"": 0.1}",4,0.47090909090909094,16,19,0.0
5,Monotonic,2,"{""lambda"": 0.1}",5,0.7753968253968253,16,17,0.0
5,Monotonic,3,"{""lambda"": 1.0}",1,0.6976190476190476,10,20,0.0
5,Monotonic,3,"{""lambda"": 1.0}",2,0.8142857142857143,12,19,0.0
5,Monotonic,3,"{""lambda"": 1.0}",3,0.8711111111111112,12,18,0.0
5,Monotonic,3,"{""lambda"": 1.0}",4,0.5422222222222222,12,20,0.0
5,Monotonic,3,"{""lambda"": 1.0}",5,0.7783333333333333,12,19,0.0
5,Monotonic,4,"{""lambda"": 10.0}",1,0.6976190476190476,10,20,0.0
5,Monotonic,4,"{""lambda"": 10.0}",2,0.8599999999999999,10,19,0.0
5,Monotonic,4,"{""lambda"": 10.0}",3,0.911111111111111,10,18,0.0
5,Monotonic,4,"{""lambda"": 10.0}",4,0.5079365079365079,10,20,0.0
5,Monotonic,4,"{""lambda"": 10.0}",5,0.7783333333333333,9,19,0.0
5,L2,0,"{""lambda"": 0.001}",1,0.6416666666666666,63,21,
5,L2,0,"{""lambda"": 0.001}",2,0.6542424242424243,73,21,
5,L2,0,"{""lambda"": 0.001}",3,0.7595238095238095,65,21,
5,L2,0,"{""lambda"": 0.001}",4,0.43,56,21,
5,L2,0,"{""lambda"": 0.001}",5,0.6433333333333333,79,21,
5,L2,1,"{""lambda"": 0.01}",1,0.7416666666666667,34,21,
5,L2,1,"{""lambda"": 0.01}",2,0.7133333333333334,37,21,
5,L2,1,"{""lambda"": 0.01}",3,0.7295238095238095,35,21,
5,L2,1,"{""lambda"": 0.01}",4,0.4553968253968254,31,21,
5,L2,1,"{""lambda"": 0.01}",5,0.7433333333333334,38,21,
5,L2,2,"{""lambda"": 0.1}",1,0.7166666666666666,16,21,
5,L2,2,"{""lambda"": 0.1}",2,0.7476190476190476,17,21,
5,L2,2,"{""lambda"": 0.1}",3,0.8083333333333333,17,21,
5,L2,2,"{""lambda"": 0.1}",4,0.48,16,21,
5,L2,2,"{""lambda"": 0.1}",5,0.8253968253968254,16,21,
5,L2,3,"{""lambda"": 1.0}",1,0.6976190476190476,11,21,
5,L2,3,"{""lambda"": 1.0}",2,0.8142857142857143,11,21,
5,L2,3,"{""lambda"": 1.0}",3,0.8711111111111112,10,21,
5,L2,3,"{""lambda"": 1.0}",4,0.5079365079365079,11,21,
5,L2,3,"{""lambda"": 1.0}",5,0.8444444444444443,11,21,
5,L2,4,"{""lambda"": 10.0}",1,0.6976190476190476,10,21,
5,L2,4,"{""lambda"": 10.0}",2,0.8599999999999999,10,21,
5,L2,4,"{""lambda"": 10.0}",3,0.925,10,21,
5,L2,4,"{""lambda"": 10.0}",4,0.607936507936508,10,21,
5,L2,4,"{""lambda"": 10.0}",5,0.8583333333333332,9,21,
5,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",1,0.6416666666666666,4281,21,
5,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",2,0.6542424242424243,6780,21,
5,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",3,0.7595238095238095,5091,21,
5,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",4,0.43,4315,20,
5,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",5,0.6433333333333333,6204,21,
5,Elastic Net,1,"{""lambda"": 0.001, ""l1_ratio"": 0.5}",1,0.6416666666666666,6218,21,
5,Elastic Net,1,"{""lambda"": 0.001, ""l1_ratio"": 0.5}",2,0.6542424242424243,9552,21,
5,Elastic Net,1,"{""lambda"": 0.001, ""l1_ratio"": 0.5}",3,0.7595238095238095,7308,21,
5,Elastic Net,1,"{""lambda"": 0.001, ""l1_ratio"": 0.5}",4,0.43,5809,20,
