repeat,outer_fold,inner_fold,model,candidate,parameters,validation_ap,iterations,nonzero_features,violations
7,1,1,Monotonic,0,"{""lambda"": 0.001}",0.6742424242424243,44,16,0.0
7,1,2,Monotonic,0,"{""lambda"": 0.001}",0.7416666666666667,33,17,0.0
7,1,3,Monotonic,0,"{""lambda"": 0.001}",0.5634920634920635,50,16,0.0
7,1,4,Monotonic,0,"{""lambda"": 0.001}",0.7742424242424242,38,15,0.0
7,1,5,Monotonic,0,"{""lambda"": 0.001}",0.7928571428571428,46,18,0.0
7,1,1,Monotonic,1,"{""lambda"": 0.01}",0.740909090909091,31,17,0.0
7,1,2,Monotonic,1,"{""lambda"": 0.01}",0.6683333333333333,25,16,0.0
7,1,3,Monotonic,1,"{""lambda"": 0.01}",0.4768253968253968,31,17,0.0
7,1,4,Monotonic,1,"{""lambda"": 0.01}",0.8,28,16,0.0
7,1,5,Monotonic,1,"{""lambda"": 0.01}",0.7928571428571428,30,18,0.0
7,1,1,Monotonic,2,"{""lambda"": 0.1}",0.8253968253968254,17,20,0.0
7,1,2,Monotonic,2,"{""lambda"": 0.1}",0.6683333333333333,16,19,0.0
7,1,3,Monotonic,2,"{""lambda"": 0.1}",0.48571428571428565,15,18,0.0
7,1,4,Monotonic,2,"{""lambda"": 0.1}",0.8111111111111111,15,18,0.0
7,1,5,Monotonic,2,"{""lambda"": 0.1}",0.6845238095238095,15,21,0.0
7,1,1,Monotonic,3,"{""lambda"": 1.0}",0.8253968253968254,12,20,0.0
7,1,2,Monotonic,3,"{""lambda"": 1.0}",0.7861904761904761,12,20,0.0
7,1,3,Monotonic,3,"{""lambda"": 1.0}",0.4634920634920635,12,20,0.0
7,1,4,Monotonic,3,"{""lambda"": 1.0}",0.8711111111111112,12,20,0.0
7,1,5,Monotonic,3,"{""lambda"": 1.0}",0.6916666666666667,12,21,0.0
7,1,1,Monotonic,4,"{""lambda"": 10.0}",0.8253968253968254,10,20,0.0
7,1,2,Monotonic,4,"{""lambda"": 10.0}",0.81,10,20,0.0
7,1,3,Monotonic,4,"{""lambda"": 10.0}",0.4634920634920635,11,20,0.0
7,1,4,Monotonic,4,"{""lambda"": 10.0}",0.911111111111111,10,20,0.0
7,1,5,Monotonic,4,"{""lambda"": 10.0}",0.65,11,20,0.0
