repeat,seed,outer_fold,model,n_train,n_test,test_positives,prevalence,pr_auc_ap,best_inner_ap,candidate,parameters,iterations,nonzero_features,violating_features,max_violation,l2,soft_penalty,violations
11,10042,2,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.7958333333333333,0.6814285714285714,29,"{""l2"": 10.0, ""soft_penalty"": 10.0}",10,21,1.0,0.0032594911414850773,10.0,10.0,
11,10042,2,Monotonic + L2,57,14,6,0.42857142857142855,0.7958333333333333,0.6876507936507936,4,"{""l2"": 10.0}",10,20,0.0,0.0,10.0,,0.0
11,10042,2,L2,57,14,6,0.42857142857142855,0.848611111111111,0.6742770562770563,4,"{""l2"": 10.0}",10,21,,,10.0,,
11,10042,3,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.5285714285714285,0.7550158730158729,27,"{""l2"": 10.0, ""soft_penalty"": 0.1}",10,21,3.0,0.008152601268090321,10.0,0.1,
11,10042,3,Monotonic + L2,57,14,6,0.42857142857142855,0.5444444444444444,0.7273968253968255,4,"{""l2"": 10.0}",10,18,0.0,0.0,10.0,,0.0
11,10042,3,L2,57,14,6,0.42857142857142855,0.5285714285714285,0.7521587301587301,4,"{""l2"": 10.0}",10,21,,,10.0,,
11,10042,4,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.42483164983164984,0.7591818181818182,12,"{""l2"": 0.1, ""soft_penalty"": 0.0}",16,21,3.0,0.37906392026228447,0.1,0.0,
11,10042,4,Monotonic + L2,57,14,6,0.42857142857142855,0.4872053872053872,0.73008658008658,2,"{""l2"": 0.1}",16,18,0.0,0.0,0.1,,0.0
11,10042,4,L2,57,14,6,0.42857142857142855,0.42483164983164984,0.7591818181818182,2,"{""l2"": 0.1}",16,21,,,0.1,,
11,10042,5,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.8416666666666666,0.6353881673881674,29,"{""l2"": 10.0, ""soft_penalty"": 10.0}",10,21,1.0,0.002752588341332909,10.0,10.0,
11,10042,5,Monotonic + L2,57,14,6,0.42857142857142855,0.8416666666666666,0.6413881673881673,4,"{""l2"": 10.0}",9,20,0.0,0.0,10.0,,0.0
11,10042,5,L2,57,14,6,0.42857142857142855,0.8416666666666666,0.6234516594516594,4,"{""l2"": 10.0}",9,21,,,10.0,,
12,11042,1,Soft Monotonic + L2,56,15,7,0.4666666666666667,0.4397348683062969,0.7736010101010101,10,"{""l2"": 0.01, ""soft_penalty"": 1.0}",48,21,3.0,0.0281084155877067,0.01,1.0,
12,11042,1,Monotonic + L2,56,15,7,0.4666666666666667,0.4397348683062969,0.7736010101010101,1,"{""l2"": 0.01}",30,18,0.0,0.0,0.01,,0.0
12,11042,1,L2,56,15,7,0.4666666666666667,0.5382867132867133,0.7405468975468976,3,"{""l2"": 1.0}",11,21,,,1.0,,
12,11042,2,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.5801587301587302,0.6671976911976911,24,"{""l2"": 10.0, ""soft_penalty"": 0.0}",9,21,3.0,0.013340793440831672,10.0,0.0,
12,11042,2,Monotonic + L2,57,14,6,0.42857142857142855,0.607936507936508,0.6643246753246752,4,"{""l2"": 10.0}",9,18,0.0,0.0,10.0,,0.0
12,11042,2,L2,57,14,6,0.42857142857142855,0.5801587301587302,0.6671976911976911,4,"{""l2"": 10.0}",9,21,,,10.0,,
12,11042,3,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.8178571428571427,0.7239668109668109,24,"{""l2"": 10.0, ""soft_penalty"": 0.0}",9,21,2.0,0.002360587696668466,10.0,0.0,
12,11042,3,Monotonic + L2,57,14,6,0.42857142857142855,0.8178571428571427,0.7239668109668109,4,"{""l2"": 10.0}",9,19,0.0,0.0,10.0,,0.0
12,11042,3,L2,57,14,6,0.42857142857142855,0.8178571428571427,0.7239668109668109,4,"{""l2"": 10.0}",9,21,,,10.0,,
12,11042,4,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.8631313131313131,0.6445541125541127,29,"{""l2"": 10.0, ""soft_penalty"": 10.0}",16,21,2.0,0.0031042180303577876,10.0,10.0,
12,11042,4,Monotonic + L2,57,14,6,0.42857142857142855,0.8631313131313131,0.6285541125541125,4,"{""l2"": 10.0}",10,19,0.0,0.0,10.0,,0.0
12,11042,4,L2,57,14,6,0.42857142857142855,0.8964646464646464,0.6394747474747474,4,"{""l2"": 10.0}",10,21,,,10.0,,
12,11042,5,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.5980311355311355,0.8314199134199134,18,"{""l2"": 1.0, ""soft_penalty"": 0.0}",10,21,2.0,0.05444392165799726,1.0,0.0,
12,11042,5,Monotonic + L2,57,14,6,0.42857142857142855,0.591086691086691,0.8223246753246753,3,"{""l2"": 1.0}",12,19,0.0,0.0,1.0,,0.0
12,11042,5,L2,57,14,6,0.42857142857142855,0.5980311355311355,0.8314199134199134,3,"{""l2"": 1.0}",10,21,,,1.0,,
13,12042,1,Soft Monotonic + L2,56,15,7,0.4666666666666667,0.7223054723054723,0.7587294372294372,28,"{""l2"": 10.0, ""soft_penalty"": 1.0}",10,21,2.0,0.006306809826524072,10.0,1.0,
13,12042,1,Monotonic + L2,56,15,7,0.4666666666666667,0.6586691086691085,0.7282142857142857,4,"{""l2"": 10.0}",10,19,0.0,0.0,10.0,,0.0
13,12042,1,L2,56,15,7,0.4666666666666667,0.7223054723054723,0.7569516594516593,4,"{""l2"": 10.0}",10,21,,,10.0,,
13,12042,2,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.5759610759610759,0.7903492063492064,23,"{""l2"": 1.0, ""soft_penalty"": 10.0}",16,21,1.0,0.004686084220961643,1.0,10.0,
13,12042,2,Monotonic + L2,57,14,6,0.42857142857142855,0.5670325045325045,0.7885310245310244,3,"{""l2"": 1.0}",12,20,0.0,0.0,1.0,,0.0
13,12042,2,L2,57,14,6,0.42857142857142855,0.5852203352203352,0.7844920634920636,3,"{""l2"": 1.0}",11,21,,,1.0,,
13,12042,3,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.7014790764790765,0.6751269841269841,23,"{""l2"": 1.0, ""soft_penalty"": 10.0}",15,21,1.0,0.0027681522021898047,1.0,10.0,
13,12042,3,Monotonic + L2,57,14,6,0.42857142857142855,0.7014790764790765,0.6811269841269841,3,"{""l2"": 1.0}",12,20,0.0,0.0,1.0,,0.0
13,12042,3,L2,57,14,6,0.42857142857142855,0.7075396825396825,0.6731269841269841,4,"{""l2"": 10.0}",10,21,,,10.0,,
13,12042,4,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.7662698412698412,0.7236262626262626,29,"{""l2"": 10.0, ""soft_penalty"": 10.0}",10,21,2.0,0.0034096670640939553,10.0,10.0,
13,12042,4,Monotonic + L2,57,14,6,0.42857142857142855,0.7662698412698412,0.7153722943722943,4,"{""l2"": 10.0}",10,19,0.0,0.0,10.0,,0.0
13,12042,4,L2,57,14,6,0.42857142857142855,0.6968253968253969,0.7136262626262626,4,"{""l2"": 10.0}",10,21,,,10.0,,
13,12042,5,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.8833333333333333,0.6698556998556999,24,"{""l2"": 10.0, ""soft_penalty"": 0.0}",9,21,3.0,0.006225839032021754,10.0,0.0,
13,12042,5,Monotonic + L2,57,14,6,0.42857142857142855,0.8634920634920634,0.6535151515151515,2,"{""l2"": 0.1}",14,17,0.0,0.0,0.1,,0.0
13,12042,5,L2,57,14,6,0.42857142857142855,0.8833333333333333,0.6698556998556999,4,"{""l2"": 10.0}",9,21,,,10.0,,
14,13042,1,Soft Monotonic + L2,56,15,7,0.4666666666666667,0.7779434850863423,0.7088643578643578,24,"{""l2"": 10.0, ""soft_penalty"": 0.0}",10,21,1.0,0.0009203062696621039,10.0,0.0,
14,13042,1,Monotonic + L2,56,15,7,0.4666666666666667,0.7571428571428571,0.7088643578643578,4,"{""l2"": 10.0}",10,20,0.0,0.0,10.0,,0.0
14,13042,1,L2,56,15,7,0.4666666666666667,0.7779434850863423,0.7088643578643578,4,"{""l2"": 10.0}",10,21,,,10.0,,
14,13042,2,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.5378306878306878,0.7560461760461761,18,"{""l2"": 1.0, ""soft_penalty"": 0.0}",11,21,2.0,0.04112199424631983,1.0,0.0,
14,13042,2,Monotonic + L2,57,14,6,0.42857142857142855,0.5211640211640212,0.7349350649350649,3,"{""l2"": 1.0}",12,19,0.0,0.0,1.0,,0.0
14,13042,2,L2,57,14,6,0.42857142857142855,0.5378306878306878,0.7560461760461761,3,"{""l2"": 1.0}",11,21,,,1.0,,
14,13042,3,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.7407407407407407,0.7192857142857142,29,"{""l2"": 10.0, ""soft_penalty"": 10.0}",12,21,2.0,0.002124025359359037,10.0,10.0,
14,13042,3,Monotonic + L2,57,14,6,0.42857142857142855,0.7407407407407407,0.7290793650793651,4,"{""l2"": 10.0}",10,19,0.0,0.0,10.0,,0.0
14,13042,3,L2,57,14,6,0.42857142857142855,0.7407407407407407,0.6952857142857143,4,"{""l2"": 10.0}",10,21,,,10.0,,
14,13042,4,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.8075757575757575,0.6598253968253969,29,"{""l2"": 10.0, ""soft_penalty"": 10.0}",11,21,4.0,0.0035156437195529738,10.0,10.0,
14,13042,4,Monotonic + L2,57,14,6,0.42857142857142855,0.8168350168350168,0.6902698412698413,4,"{""l2"": 10.0}",9,17,0.0,0.0,10.0,,0.0
14,13042,4,L2,57,14,6,0.42857142857142855,0.7694805194805194,0.6349365079365079,4,"{""l2"": 10.0}",9,21,,,10.0,,
14,13042,5,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.5981481481481482,0.7830158730158729,24,"{""l2"": 10.0, ""soft_penalty"": 0.0}",10,21,2.0,0.008584052484103485,10.0,0.0,
14,13042,5,Monotonic + L2,57,14,6,0.42857142857142855,0.5656084656084656,0.7621269841269841,4,"{""l2"": 10.0}",10,19,0.0,0.0,10.0,,0.0
14,13042,5,L2,57,14,6,0.42857142857142855,0.5981481481481482,0.7830158730158729,4,"{""l2"": 10.0}",10,21,,,10.0,,
15,14042,1,Soft Monotonic + L2,56,15,7,0.4666666666666667,0.7444143158428871,0.7546904761904761,18,"{""l2"": 1.0, ""soft_penalty"": 0.0}",11,21,2.0,0.048379002781139636,1.0,0.0,
15,14042,1,Monotonic + L2,56,15,7,0.4666666666666667,0.777067377067377,0.746968253968254,3,"{""l2"": 1.0}",12,19,0.0,0.0,1.0,,0.0
15,14042,1,L2,56,15,7,0.4666666666666667,0.7444143158428871,0.7546904761904761,3,"{""l2"": 1.0}",11,21,,,1.0,,
15,14042,2,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.48475135975135974,0.7482929292929292,15,"{""l2"": 0.1, ""soft_penalty"": 0.1}",17,21,4.0,0.04522833822170891,0.1,0.1,
15,14042,2,Monotonic + L2,57,14,6,0.42857142857142855,0.48475135975135974,0.7416262626262625,2,"{""l2"": 0.1}",15,17,0.0,0.0,0.1,,0.0
15,14042,2,L2,57,14,6,0.42857142857142855,0.48475135975135974,0.7454357864357863,2,"{""l2"": 0.1}",16,21,,,0.1,,
15,14042,3,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.5382936507936508,0.703070707070707,24,"{""l2"": 10.0, ""soft_penalty"": 0.0}",10,21,2.0,0.006061585591933538,10.0,0.0,
15,14042,3,Monotonic + L2,57,14,6,0.42857142857142855,0.5382936507936508,0.685038961038961,4,"{""l2"": 10.0}",10,19,0.0,0.0,10.0,,0.0
15,14042,3,L2,57,14,6,0.42857142857142855,0.5382936507936508,0.703070707070707,4,"{""l2"": 10.0}",10,21,,,10.0,,
15,14042,4,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.6815175565175565,0.7477936507936508,24,"{""l2"": 10.0, ""soft_penalty"": 0.0}",10,21,1.0,0.002164275398469081,10.0,0.0,
15,14042,4,Monotonic + L2,57,14,6,0.42857142857142855,0.6815175565175565,0.7553333333333333,4,"{""l2"": 10.0}",10,20,0.0,0.0,10.0,,0.0
15,14042,4,L2,57,14,6,0.42857142857142855,0.6815175565175565,0.7477936507936508,4,"{""l2"": 10.0}",10,21,,,10.0,,
15,14042,5,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.8634920634920634,0.6478802308802308,23,"{""l2"": 1.0, ""soft_penalty"": 10.0}",19,21,2.0,0.004376493859196928,1.0,10.0,
15,14042,5,Monotonic + L2,57,14,6,0.42857142857142855,0.9166666666666665,0.649975468975469,4,"{""l2"": 10.0}",9,19,0.0,0.0,10.0,,0.0
15,14042,5,L2,57,14,6,0.42857142857142855,0.8833333333333333,0.633975468975469,4,"{""l2"": 10.0}",9,21,,,10.0,,
16,15042,1,Soft Monotonic + L2,56,15,7,0.4666666666666667,0.6236350950636664,0.7181349206349206,17,"{""l2"": 0.1, ""soft_penalty"": 10.0}",56,21,4.0,0.003190593517349344,0.1,10.0,
16,15042,1,Monotonic + L2,56,15,7,0.4666666666666667,0.6236350950636664,0.7181349206349206,2,"{""l2"": 0.1}",14,17,0.0,0.0,0.1,,0.0
16,15042,1,L2,56,15,7,0.4666666666666667,0.7264128728414443,0.711984126984127,3,"{""l2"": 1.0}",11,21,,,1.0,,
16,15042,2,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.7175925925925926,0.6904761904761905,24,"{""l2"": 10.0, ""soft_penalty"": 0.0}",10,21,2.0,0.007039769863275454,10.0,0.0,
16,15042,2,Monotonic + L2,57,14,6,0.42857142857142855,0.7159090909090908,0.6791746031746031,4,"{""l2"": 10.0}",10,19,0.0,0.0,10.0,,0.0
16,15042,2,L2,57,14,6,0.42857142857142855,0.7175925925925926,0.6904761904761905,4,"{""l2"": 10.0}",10,21,,,10.0,,
16,15042,3,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.75,0.675952380952381,29,"{""l2"": 10.0, ""soft_penalty"": 10.0}",12,21,2.0,0.0019269295916739323,10.0,10.0,
16,15042,3,Monotonic + L2,57,14,6,0.42857142857142855,0.75,0.6788095238095238,4,"{""l2"": 10.0}",10,19,0.0,0.0,10.0,,0.0
16,15042,3,L2,57,14,6,0.42857142857142855,0.7619047619047619,0.6572857142857143,4,"{""l2"": 10.0}",9,21,,,10.0,,
16,15042,4,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.5001683501683503,0.7237619047619047,29,"{""l2"": 10.0, ""soft_penalty"": 10.0}",12,21,2.0,0.0036863946268843296,10.0,10.0,
16,15042,4,Monotonic + L2,57,14,6,0.42857142857142855,0.5001683501683503,0.7087619047619047,4,"{""l2"": 10.0}",10,19,0.0,0.0,10.0,,0.0
16,15042,4,L2,57,14,6,0.42857142857142855,0.4973544973544974,0.7156031746031746,3,"{""l2"": 1.0}",10,21,,,1.0,,
16,15042,5,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.8857142857142857,0.6441976911976911,29,"{""l2"": 10.0, ""soft_penalty"": 10.0}",11,21,1.0,0.001983708899779103,10.0,10.0,
16,15042,5,Monotonic + L2,57,14,6,0.42857142857142855,0.8857142857142857,0.6457128427128427,4,"{""l2"": 10.0}",9,20,0.0,0.0,10.0,,0.0
16,15042,5,L2,57,14,6,0.42857142857142855,0.8857142857142857,0.6272929292929292,4,"{""l2"": 10.0}",9,21,,,10.0,,
17,16042,1,Soft Monotonic + L2,56,15,7,0.4666666666666667,0.6476499690785404,0.7399437229437228,29,"{""l2"": 10.0, ""soft_penalty"": 10.0}",11,21,2.0,0.006765692703235562,10.0,10.0,
17,16042,1,Monotonic + L2,56,15,7,0.4666666666666667,0.7500832500832499,0.740975468975469,4,"{""l2"": 10.0}",10,19,0.0,0.0,10.0,,0.0
17,16042,1,L2,56,15,7,0.4666666666666667,0.607936507936508,0.7179278499278497,4,"{""l2"": 10.0}",10,21,,,10.0,,
17,16042,2,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.4456349206349206,0.677063492063492,4,"{""l2"": 0.001, ""soft_penalty"": 1.0}",71,21,5.0,0.04704029190874932,0.001,1.0,
17,16042,2,Monotonic + L2,57,14,6,0.42857142857142855,0.688034188034188,0.6834126984126984,4,"{""l2"": 10.0}",10,20,0.0,0.0,10.0,,0.0
17,16042,2,L2,57,14,6,0.42857142857142855,0.688034188034188,0.6767460317460318,4,"{""l2"": 10.0}",10,21,,,10.0,,
17,16042,3,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.7675925925925925,0.7284357864357863,23,"{""l2"": 1.0, ""soft_penalty"": 10.0}",18,21,2.0,0.004485538159102954,1.0,10.0,
17,16042,3,Monotonic + L2,57,14,6,0.42857142857142855,0.7675925925925925,0.7284357864357863,3,"{""l2"": 1.0}",12,19,0.0,0.0,1.0,,0.0
17,16042,3,L2,57,14,6,0.42857142857142855,0.6723905723905724,0.7084357864357864,3,"{""l2"": 1.0}",10,21,,,1.0,,
17,16042,4,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.5591982091982092,0.7597287157287157,5,"{""l2"": 0.001, ""soft_penalty"": 10.0}",154,21,6.0,0.0024739665415591636,0.001,10.0,
17,16042,4,Monotonic + L2,57,14,6,0.42857142857142855,0.5591982091982092,0.7597287157287157,0,"{""l2"": 0.001}",29,15,0.0,0.0,0.001,,0.0
17,16042,4,L2,57,14,6,0.42857142857142855,0.6306267806267806,0.7223953823953824,2,"{""l2"": 0.1}",17,21,,,0.1,,
17,16042,5,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.6458333333333334,0.7235858585858586,28,"{""l2"": 10.0, ""soft_penalty"": 1.0}",9,21,2.0,0.0029212871950763273,10.0,1.0,
17,16042,5,Monotonic + L2,57,14,6,0.42857142857142855,0.6458333333333334,0.7035858585858585,4,"{""l2"": 10.0}",10,19,0.0,0.0,10.0,,0.0
17,16042,5,L2,57,14,6,0.42857142857142855,0.6458333333333334,0.7214430014430014,4,"{""l2"": 10.0}",10,21,,,10.0,,
18,17042,1,Soft Monotonic + L2,56,15,7,0.4666666666666667,0.9276437847866419,0.6337619047619047,29,"{""l2"": 10.0, ""soft_penalty"": 10.0}",11,21,1.0,0.0018659045084414554,10.0,10.0,
18,17042,1,Monotonic + L2,56,15,7,0.4666666666666667,0.8962585034013604,0.6350476190476191,3,"{""l2"": 1.0}",10,20,0.0,0.0,1.0,,0.0
18,17042,1,L2,56,15,7,0.4666666666666667,0.9276437847866419,0.6299523809523808,4,"{""l2"": 10.0}",10,21,,,10.0,,
18,17042,2,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.4067760942760943,0.7434357864357863,22,"{""l2"": 1.0, ""soft_penalty"": 1.0}",11,21,1.0,0.004856332675286142,1.0,1.0,
18,17042,2,Monotonic + L2,57,14,6,0.42857142857142855,0.4067760942760943,0.7434357864357863,3,"{""l2"": 1.0}",12,20,0.0,0.0,1.0,,0.0
18,17042,2,L2,57,14,6,0.42857142857142855,0.3928872053872054,0.7374357864357866,4,"{""l2"": 10.0}",10,21,,,10.0,,
18,17042,3,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.6664983164983165,0.7123405483405483,22,"{""l2"": 1.0, ""soft_penalty"": 1.0}",11,21,2.0,0.024310963850084476,1.0,1.0,
18,17042,3,Monotonic + L2,57,14,6,0.42857142857142855,0.6590909090909091,0.7199595959595959,4,"{""l2"": 10.0}",10,19,0.0,0.0,10.0,,0.0
18,17042,3,L2,57,14,6,0.42857142857142855,0.68508806008806,0.7003405483405484,3,"{""l2"": 1.0}",11,21,,,1.0,,
18,17042,4,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.5677609427609428,0.7482207792207791,22,"{""l2"": 1.0, ""soft_penalty"": 1.0}",11,21,2.0,0.03190677062143364,1.0,1.0,
18,17042,4,Monotonic + L2,57,14,6,0.42857142857142855,0.6049603174603174,0.7708874458874458,4,"{""l2"": 10.0}",10,19,0.0,0.0,10.0,,0.0
18,17042,4,L2,57,14,6,0.42857142857142855,0.5862794612794614,0.7442207792207792,4,"{""l2"": 10.0}",10,21,,,10.0,,
18,17042,5,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.623015873015873,0.7309898989898989,17,"{""l2"": 0.1, ""soft_penalty"": 10.0}",48,21,4.0,0.005206170775795314,0.1,10.0,
18,17042,5,Monotonic + L2,57,14,6,0.42857142857142855,0.623015873015873,0.7309898989898989,2,"{""l2"": 0.1}",15,17,0.0,0.0,0.1,,0.0
18,17042,5,L2,57,14,6,0.42857142857142855,0.7659090909090909,0.6822929292929294,3,"{""l2"": 1.0}",11,21,,,1.0,,
19,18042,1,Soft Monotonic + L2,56,15,7,0.4666666666666667,0.6495730460016174,0.6903690476190476,22,"{""l2"": 1.0, ""soft_penalty"": 1.0}",12,21,2.0,0.020598238105367414,1.0,1.0,
19,18042,1,Monotonic + L2,56,15,7,0.4666666666666667,0.6317769532055246,0.6963690476190476,4,"{""l2"": 10.0}",10,19,0.0,0.0,10.0,,0.0
19,18042,1,L2,56,15,7,0.4666666666666667,0.6460626674912389,0.6803690476190476,4,"{""l2"": 10.0}",10,21,,,10.0,,
19,18042,2,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.7221250971250971,0.7135714285714286,18,"{""l2"": 1.0, ""soft_penalty"": 0.0}",10,21,2.0,0.030003813958424507,1.0,0.0,
19,18042,2,Monotonic + L2,57,14,6,0.42857142857142855,0.6785714285714285,0.7118253968253968,4,"{""l2"": 10.0}",10,19,0.0,0.0,10.0,,0.0
19,18042,2,L2,57,14,6,0.42857142857142855,0.7221250971250971,0.7135714285714286,3,"{""l2"": 1.0}",10,21,,,1.0,,
19,18042,3,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.764520202020202,0.6887691197691197,24,"{""l2"": 10.0, ""soft_penalty"": 0.0}",9,21,2.0,0.005902855140746278,10.0,0.0,
19,18042,3,Monotonic + L2,57,14,6,0.42857142857142855,0.764520202020202,0.6901976911976911,4,"{""l2"": 10.0}",9,19,0.0,0.0,10.0,,0.0
19,18042,3,L2,57,14,6,0.42857142857142855,0.764520202020202,0.6887691197691197,4,"{""l2"": 10.0}",9,21,,,10.0,,
19,18042,4,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.7041666666666665,0.7139668109668108,17,"{""l2"": 0.1, ""soft_penalty"": 10.0}",48,21,3.0,0.003688939920666872,0.1,10.0,
19,18042,4,Monotonic + L2,57,14,6,0.42857142857142855,0.7041666666666665,0.7239668109668109,2,"{""l2"": 0.1}",15,18,0.0,0.0,0.1,,0.0
19,18042,4,L2,57,14,6,0.42857142857142855,0.7370370370370369,0.6980230880230881,3,"{""l2"": 1.0}",10,21,,,1.0,,
19,18042,5,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.7236111111111111,0.693046176046176,24,"{""l2"": 10.0, ""soft_penalty"": 0.0}",9,21,2.0,0.0023461919229788987,10.0,0.0,
19,18042,5,Monotonic + L2,57,14,6,0.42857142857142855,0.7236111111111111,0.7056334776334776,4,"{""l2"": 10.0}",9,19,0.0,0.0,10.0,,0.0
19,18042,5,L2,57,14,6,0.42857142857142855,0.7236111111111111,0.693046176046176,4,"{""l2"": 10.0}",9,21,,,10.0,,
20,19042,1,Soft Monotonic + L2,56,15,7,0.4666666666666667,0.6375850340136053,0.7280238095238095,18,"{""l2"": 1.0, ""soft_penalty"": 0.0}",10,21,2.0,0.036512358797945274,1.0,0.0,
20,19042,1,Monotonic + L2,56,15,7,0.4666666666666667,0.6518707482993196,0.7264365079365079,3,"{""l2"": 1.0}",12,19,0.0,0.0,1.0,,0.0
20,19042,1,L2,56,15,7,0.4666666666666667,0.6375850340136053,0.7280238095238095,3,"{""l2"": 1.0}",10,21,,,1.0,,
20,19042,2,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.7041666666666665,0.7421414141414141,24,"{""l2"": 10.0, ""soft_penalty"": 0.0}",9,21,2.0,0.0073635370639531265,10.0,0.0,
20,19042,2,Monotonic + L2,57,14,6,0.42857142857142855,0.7132936507936508,0.7423722943722944,4,"{""l2"": 10.0}",9,19,0.0,0.0,10.0,,0.0
20,19042,2,L2,57,14,6,0.42857142857142855,0.7041666666666665,0.7421414141414141,4,"{""l2"": 10.0}",9,21,,,10.0,,
20,19042,3,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.8477564102564101,0.7137619047619047,29,"{""l2"": 10.0, ""soft_penalty"": 10.0}",12,21,2.0,0.002057362401749362,10.0,10.0,
20,19042,3,Monotonic + L2,57,14,6,0.42857142857142855,0.6887917637917637,0.7127301587301587,2,"{""l2"": 0.1}",15,18,0.0,0.0,0.1,,0.0
20,19042,3,L2,57,14,6,0.42857142857142855,0.8361823361823362,0.7115396825396825,4,"{""l2"": 10.0}",10,21,,,10.0,,
20,19042,4,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.9242424242424242,0.6815151515151514,24,"{""l2"": 10.0, ""soft_penalty"": 0.0}",10,21,2.0,0.002462345020941088,10.0,0.0,
20,19042,4,Monotonic + L2,57,14,6,0.42857142857142855,0.9166666666666666,0.6584992784992785,3,"{""l2"": 1.0}",12,19,0.0,0.0,1.0,,0.0
20,19042,4,L2,57,14,6,0.42857142857142855,0.9242424242424242,0.6815151515151514,4,"{""l2"": 10.0}",10,21,,,10.0,,
20,19042,5,Soft Monotonic + L2,57,14,6,0.42857142857142855,0.5532407407407407,0.7281818181818182,24,"{""l2"": 10.0, ""soft_penalty"": 0.0}",10,21,2.0,0.00986087023361044,10.0,0.0,
20,19042,5,Monotonic + L2,57,14,6,0.42857142857142855,0.5810185185185185,0.7241269841269842,4,"{""l2"": 10.0}",10,19,0.0,0.0,10.0,,0.0
20,19042,5,L2,57,14,6,0.42857142857142855,0.5532407407407407,0.7281818181818182,4,"{""l2"": 10.0}",10,21,,,10.0,,
