repeat,outer_fold,inner_fold,model,candidate,parameters,validation_ap,iterations,nonzero_features,violating_features,max_violation,l2,soft_penalty,violations
6,2,3,Soft Monotonic + L2,11,"{""l2"": 0.01, ""soft_penalty"": 10.0}",0.5476190476190476,121,21,4.0,0.0037534607544335912,0.01,10.0,
6,2,4,Soft Monotonic + L2,11,"{""l2"": 0.01, ""soft_penalty"": 10.0}",0.5888888888888888,105,21,7.0,0.005462580221771578,0.01,10.0,
6,2,5,Soft Monotonic + L2,11,"{""l2"": 0.01, ""soft_penalty"": 10.0}",0.6544444444444445,105,21,7.0,0.009759882013599787,0.01,10.0,
6,2,1,Soft Monotonic + L2,12,"{""l2"": 0.1, ""soft_penalty"": 0.0}",0.8,17,21,3.0,0.357852986424371,0.1,0.0,
6,2,2,Soft Monotonic + L2,12,"{""l2"": 0.1, ""soft_penalty"": 0.0}",0.3543650793650793,17,21,4.0,0.4462171633432866,0.1,0.0,
6,2,3,Soft Monotonic + L2,12,"{""l2"": 0.1, ""soft_penalty"": 0.0}",0.6476190476190475,16,21,3.0,0.1516211639412345,0.1,0.0,
6,2,4,Soft Monotonic + L2,12,"{""l2"": 0.1, ""soft_penalty"": 0.0}",0.6242424242424243,17,21,4.0,0.2584394263940387,0.1,0.0,
6,2,5,Soft Monotonic + L2,12,"{""l2"": 0.1, ""soft_penalty"": 0.0}",0.911111111111111,16,21,4.0,0.33660588511404876,0.1,0.0,
6,2,1,Soft Monotonic + L2,13,"{""l2"": 0.1, ""soft_penalty"": 0.001}",0.8,17,21,3.0,0.3556911462756342,0.1,0.001,
6,2,2,Soft Monotonic + L2,13,"{""l2"": 0.1, ""soft_penalty"": 0.001}",0.3543650793650793,17,21,4.0,0.4443131594530673,0.1,0.001,
6,2,3,Soft Monotonic + L2,13,"{""l2"": 0.1, ""soft_penalty"": 0.001}",0.6476190476190475,16,21,3.0,0.15099877869988684,0.1,0.001,
6,2,4,Soft Monotonic + L2,13,"{""l2"": 0.1, ""soft_penalty"": 0.001}",0.6242424242424243,17,21,4.0,0.25725652255701614,0.1,0.001,
6,2,5,Soft Monotonic + L2,13,"{""l2"": 0.1, ""soft_penalty"": 0.001}",0.911111111111111,17,21,4.0,0.33532627386291075,0.1,0.001,
6,2,1,Soft Monotonic + L2,14,"{""l2"": 0.1, ""soft_penalty"": 0.01}",0.8,17,21,3.0,0.3373843083439631,0.1,0.01,
6,2,2,Soft Monotonic + L2,14,"{""l2"": 0.1, ""soft_penalty"": 0.01}",0.3543650793650793,17,21,4.0,0.427950027008434,0.1,0.01,
6,2,3,Soft Monotonic + L2,14,"{""l2"": 0.1, ""soft_penalty"": 0.01}",0.6476190476190475,16,21,3.0,0.14562080758452234,0.1,0.01,
6,2,4,Soft Monotonic + L2,14,"{""l2"": 0.1, ""soft_penalty"": 0.01}",0.6242424242424243,17,21,4.0,0.24710421604343105,0.1,0.01,
6,2,5,Soft Monotonic + L2,14,"{""l2"": 0.1, ""soft_penalty"": 0.01}",0.911111111111111,17,21,4.0,0.3242520206008377,0.1,0.01,
6,2,1,Soft Monotonic + L2,15,"{""l2"": 0.1, ""soft_penalty"": 0.1}",0.8,17,21,5.0,0.22391749720155854,0.1,0.1,
6,2,2,Soft Monotonic + L2,15,"{""l2"": 0.1, ""soft_penalty"": 0.1}",0.3543650793650793,17,21,4.0,0.31517323348685916,0.1,0.1,
6,2,3,Soft Monotonic + L2,15,"{""l2"": 0.1, ""soft_penalty"": 0.1}",0.6476190476190475,15,21,3.0,0.10743865853714482,0.1,0.1,
6,2,4,Soft Monotonic + L2,15,"{""l2"": 0.1, ""soft_penalty"": 0.1}",0.6242424242424243,17,21,4.0,0.17798817338989398,0.1,0.1,
6,2,5,Soft Monotonic + L2,15,"{""l2"": 0.1, ""soft_penalty"": 0.1}",0.911111111111111,16,21,5.0,0.24507061338232564,0.1,0.1,
6,2,1,Soft Monotonic + L2,16,"{""l2"": 0.1, ""soft_penalty"": 1.0}",0.8253968253968254,25,21,5.0,0.0605944085458059,0.1,1.0,
6,2,2,Soft Monotonic + L2,16,"{""l2"": 0.1, ""soft_penalty"": 1.0}",0.3543650793650793,24,21,4.0,0.08982665296008187,0.1,1.0,
6,2,3,Soft Monotonic + L2,16,"{""l2"": 0.1, ""soft_penalty"": 1.0}",0.6476190476190475,24,21,4.0,0.02978974956182926,0.1,1.0,
6,2,4,Soft Monotonic + L2,16,"{""l2"": 0.1, ""soft_penalty"": 1.0}",0.6131313131313132,23,21,4.0,0.047679919096890996,0.1,1.0,
6,2,5,Soft Monotonic + L2,16,"{""l2"": 0.1, ""soft_penalty"": 1.0}",0.8711111111111112,25,21,5.0,0.07306119847996827,0.1,1.0,
6,2,1,Soft Monotonic + L2,17,"{""l2"": 0.1, ""soft_penalty"": 10.0}",0.7753968253968253,60,21,5.0,0.0075048215038564,0.1,10.0,
6,2,2,Soft Monotonic + L2,17,"{""l2"": 0.1, ""soft_penalty"": 10.0}",0.38055555555555554,56,21,4.0,0.0111984640592577,0.1,10.0,
6,2,3,Soft Monotonic + L2,17,"{""l2"": 0.1, ""soft_penalty"": 10.0}",0.6476190476190475,56,21,4.0,0.003627537915093036,0.1,10.0,
6,2,4,Soft Monotonic + L2,17,"{""l2"": 0.1, ""soft_penalty"": 10.0}",0.6797979797979798,63,21,4.0,0.005750279929530115,0.1,10.0,
6,2,5,Soft Monotonic + L2,17,"{""l2"": 0.1, ""soft_penalty"": 10.0}",0.6544444444444445,58,21,5.0,0.009151394692709763,0.1,10.0,
6,2,1,Soft Monotonic + L2,18,"{""l2"": 1.0, ""soft_penalty"": 0.0}",0.7551948051948052,10,21,3.0,0.07117179509698672,1.0,0.0,
6,2,2,Soft Monotonic + L2,18,"{""l2"": 1.0, ""soft_penalty"": 0.0}",0.3543650793650793,11,21,2.0,0.10401333310737922,1.0,0.0,
6,2,3,Soft Monotonic + L2,18,"{""l2"": 1.0, ""soft_penalty"": 0.0}",0.6476190476190475,11,21,2.0,0.035954761188012885,1.0,0.0,
6,2,4,Soft Monotonic + L2,18,"{""l2"": 1.0, ""soft_penalty"": 0.0}",0.6997979797979798,10,21,2.0,0.026844131210044173,1.0,0.0,
6,2,5,Soft Monotonic + L2,18,"{""l2"": 1.0, ""soft_penalty"": 0.0}",0.7944444444444445,10,21,2.0,0.0577256911994396,1.0,0.0,
6,2,1,Soft Monotonic + L2,19,"{""l2"": 1.0, ""soft_penalty"": 0.001}",0.7551948051948052,10,21,3.0,0.07111391945068418,1.0,0.001,
6,2,2,Soft Monotonic + L2,19,"{""l2"": 1.0, ""soft_penalty"": 0.001}",0.3543650793650793,11,21,2.0,0.10392858169610326,1.0,0.001,
6,2,3,Soft Monotonic + L2,19,"{""l2"": 1.0, ""soft_penalty"": 0.001}",0.6476190476190475,11,21,2.0,0.03592507188614105,1.0,0.001,
6,2,4,Soft Monotonic + L2,19,"{""l2"": 1.0, ""soft_penalty"": 0.001}",0.6997979797979798,10,21,2.0,0.026822280059850403,1.0,0.001,
6,2,5,Soft Monotonic + L2,19,"{""l2"": 1.0, ""soft_penalty"": 0.001}",0.7944444444444445,10,21,2.0,0.05767949521942306,1.0,0.001,
6,2,1,Soft Monotonic + L2,20,"{""l2"": 1.0, ""soft_penalty"": 0.01}",0.7551948051948052,10,21,3.0,0.0705972481448352,1.0,0.01,
6,2,2,Soft Monotonic + L2,20,"{""l2"": 1.0, ""soft_penalty"": 0.01}",0.3543650793650793,11,21,2.0,0.10317199854306561,1.0,0.01,
6,2,3,Soft Monotonic + L2,20,"{""l2"": 1.0, ""soft_penalty"": 0.01}",0.6476190476190475,11,21,2.0,0.035660058491268035,1.0,0.01,
6,2,4,Soft Monotonic + L2,20,"{""l2"": 1.0, ""soft_penalty"": 0.01}",0.6997979797979798,10,21,2.0,0.026627208569781777,1.0,0.01,
6,2,5,Soft Monotonic + L2,20,"{""l2"": 1.0, ""soft_penalty"": 0.01}",0.7944444444444445,10,21,2.0,0.05726703915107472,1.0,0.01,
6,2,1,Soft Monotonic + L2,21,"{""l2"": 1.0, ""soft_penalty"": 0.1}",0.7551948051948052,11,21,3.0,0.06581588938817451,1.0,0.1,
6,2,2,Soft Monotonic + L2,21,"{""l2"": 1.0, ""soft_penalty"": 0.1}",0.3543650793650793,11,21,2.0,0.09617165375158389,1.0,0.1,
6,2,3,Soft Monotonic + L2,21,"{""l2"": 1.0, ""soft_penalty"": 0.1}",0.6476190476190475,11,21,2.0,0.033210209028992785,1.0,0.1,
6,2,4,Soft Monotonic + L2,21,"{""l2"": 1.0, ""soft_penalty"": 0.1}",0.6997979797979798,11,21,2.0,0.024822039856754734,1.0,0.1,
6,2,5,Soft Monotonic + L2,21,"{""l2"": 1.0, ""soft_penalty"": 0.1}",0.7944444444444445,10,21,2.0,0.05344544582129774,1.0,0.1,
6,2,1,Soft Monotonic + L2,22,"{""l2"": 1.0, ""soft_penalty"": 1.0}",0.7551948051948052,12,21,3.0,0.03924566070398984,1.0,1.0,
6,2,2,Soft Monotonic + L2,22,"{""l2"": 1.0, ""soft_penalty"": 1.0}",0.36103174603174604,11,21,2.0,0.05730776002208168,1.0,1.0,
6,2,3,Soft Monotonic + L2,22,"{""l2"": 1.0, ""soft_penalty"": 1.0}",0.6476190476190475,11,21,2.0,0.019686432902968704,1.0,1.0,
6,2,4,Soft Monotonic + L2,22,"{""l2"": 1.0, ""soft_penalty"": 1.0}",0.6797979797979798,11,21,2.0,0.014793812051234177,1.0,1.0,
6,2,5,Soft Monotonic + L2,22,"{""l2"": 1.0, ""soft_penalty"": 1.0}",0.7944444444444445,11,21,2.0,0.032058675209139846,1.0,1.0,
6,2,1,Soft Monotonic + L2,23,"{""l2"": 1.0, ""soft_penalty"": 10.0}",0.6885281385281385,24,21,3.0,0.007793309763819543,1.0,10.0,
6,2,2,Soft Monotonic + L2,23,"{""l2"": 1.0, ""soft_penalty"": 10.0}",0.3972222222222222,16,21,2.0,0.011371513728014046,1.0,10.0,
6,2,3,Soft Monotonic + L2,23,"{""l2"": 1.0, ""soft_penalty"": 10.0}",0.6476190476190475,19,21,2.0,0.0038814092365316985,1.0,10.0,
6,2,4,Soft Monotonic + L2,23,"{""l2"": 1.0, ""soft_penalty"": 10.0}",0.6797979797979798,18,21,2.0,0.002935471487296853,1.0,10.0,
6,2,5,Soft Monotonic + L2,23,"{""l2"": 1.0, ""soft_penalty"": 10.0}",0.7226190476190475,19,21,2.0,0.006410938499975874,1.0,10.0,
6,2,1,Soft Monotonic + L2,24,"{""l2"": 10.0, ""soft_penalty"": 0.0}",0.7551948051948052,9,21,2.0,0.009052073582458792,10.0,0.0,
6,2,2,Soft Monotonic + L2,24,"{""l2"": 10.0, ""soft_penalty"": 0.0}",0.3705555555555555,9,21,2.0,0.012729042951381535,10.0,0.0,
6,2,3,Soft Monotonic + L2,24,"{""l2"": 10.0, ""soft_penalty"": 0.0}",0.6587301587301588,10,21,1.0,0.005237104922716676,10.0,0.0,
6,2,4,Soft Monotonic + L2,24,"{""l2"": 10.0, ""soft_penalty"": 0.0}",0.7342857142857142,9,21,1.0,0.0024011355875521606,10.0,0.0,
6,2,5,Soft Monotonic + L2,24,"{""l2"": 10.0, ""soft_penalty"": 0.0}",0.6592857142857143,9,21,2.0,0.005454108891418855,10.0,0.0,
6,2,1,Soft Monotonic + L2,25,"{""l2"": 10.0, ""soft_penalty"": 0.001}",0.7551948051948052,9,21,2.0,0.009051190456614481,10.0,0.001,
6,2,2,Soft Monotonic + L2,25,"{""l2"": 10.0, ""soft_penalty"": 0.001}",0.3705555555555555,9,21,2.0,0.012727801860621805,10.0,0.001,
6,2,3,Soft Monotonic + L2,25,"{""l2"": 10.0, ""soft_penalty"": 0.001}",0.6587301587301588,10,21,1.0,0.0052365936391450905,10.0,0.001,
6,2,4,Soft Monotonic + L2,25,"{""l2"": 10.0, ""soft_penalty"": 0.001}",0.7342857142857142,9,21,1.0,0.002400901195224659,10.0,0.001,
6,2,5,Soft Monotonic + L2,25,"{""l2"": 10.0, ""soft_penalty"": 0.001}",0.6592857142857143,9,21,2.0,0.0054535786992930164,10.0,0.001,
6,2,1,Soft Monotonic + L2,26,"{""l2"": 10.0, ""soft_penalty"": 0.01}",0.7551948051948052,9,21,2.0,0.009043250069753051,10.0,0.01,
6,2,2,Soft Monotonic + L2,26,"{""l2"": 10.0, ""soft_penalty"": 0.01}",0.3705555555555555,9,21,2.0,0.012716642952203304,10.0,0.01,
6,2,3,Soft Monotonic + L2,26,"{""l2"": 10.0, ""soft_penalty"": 0.01}",0.6587301587301588,10,21,1.0,0.0052319965744079145,10.0,0.01,
6,2,4,Soft Monotonic + L2,26,"{""l2"": 10.0, ""soft_penalty"": 0.01}",0.7342857142857142,9,21,1.0,0.00239879372242684,10.0,0.01,
6,2,5,Soft Monotonic + L2,26,"{""l2"": 10.0, ""soft_penalty"": 0.01}",0.6592857142857143,9,21,2.0,0.005448811603039837,10.0,0.01,
6,2,1,Soft Monotonic + L2,27,"{""l2"": 10.0, ""soft_penalty"": 0.1}",0.7551948051948052,9,21,2.0,0.008964605989039637,10.0,0.1,
6,2,2,Soft Monotonic + L2,27,"{""l2"": 10.0, ""soft_penalty"": 0.1}",0.3705555555555555,10,21,2.0,0.012606120756811232,10.0,0.1,
6,2,3,Soft Monotonic + L2,27,"{""l2"": 10.0, ""soft_penalty"": 0.1}",0.6587301587301588,10,21,1.0,0.005186465923589168,10.0,0.1,
6,2,4,Soft Monotonic + L2,27,"{""l2"": 10.0, ""soft_penalty"": 0.1}",0.7342857142857142,9,21,1.0,0.002377920778855272,10.0,0.1,
6,2,5,Soft Monotonic + L2,27,"{""l2"": 10.0, ""soft_penalty"": 0.1}",0.6592857142857143,9,21,2.0,0.005401594677186055,10.0,0.1,
6,2,1,Soft Monotonic + L2,28,"{""l2"": 10.0, ""soft_penalty"": 1.0}",0.7551948051948052,10,21,2.0,0.008247378095556703,10.0,1.0,
6,2,2,Soft Monotonic + L2,28,"{""l2"": 10.0, ""soft_penalty"": 1.0}",0.38055555555555554,9,21,2.0,0.011598064726187915,10.0,1.0,
6,2,3,Soft Monotonic + L2,28,"{""l2"": 10.0, ""soft_penalty"": 1.0}",0.6587301587301588,10,21,1.0,0.004771248068165678,10.0,1.0,
6,2,4,Soft Monotonic + L2,28,"{""l2"": 10.0, ""soft_penalty"": 1.0}",0.7251948051948052,9,21,1.0,0.0021875663636979907,10.0,1.0,
6,2,5,Soft Monotonic + L2,28,"{""l2"": 10.0, ""soft_penalty"": 1.0}",0.6592857142857143,10,21,2.0,0.004970841854826012,10.0,1.0,
6,2,1,Soft Monotonic + L2,29,"{""l2"": 10.0, ""soft_penalty"": 10.0}",0.7551948051948052,11,21,2.0,0.0045817071337748184,10.0,10.0,
6,2,2,Soft Monotonic + L2,29,"{""l2"": 10.0, ""soft_penalty"": 10.0}",0.4079365079365079,12,21,2.0,0.006444747434663107,10.0,10.0,
6,2,3,Soft Monotonic + L2,29,"{""l2"": 10.0, ""soft_penalty"": 10.0}",0.6587301587301588,11,21,1.0,0.002649845637963847,10.0,10.0,
6,2,4,Soft Monotonic + L2,29,"{""l2"": 10.0, ""soft_penalty"": 10.0}",0.7251948051948052,13,21,1.0,0.00121497754471718,10.0,10.0,
6,2,5,Soft Monotonic + L2,29,"{""l2"": 10.0, ""soft_penalty"": 10.0}",0.6192857142857142,12,21,2.0,0.002765493029016914,10.0,10.0,
6,2,1,Monotonic + L2,0,"{""l2"": 0.001}",0.7116666666666667,20,13,0.0,0.0,0.001,,0.0
6,2,2,Monotonic + L2,0,"{""l2"": 0.001}",0.36146464646464643,25,14,0.0,0.0,0.001,,0.0
6,2,3,Monotonic + L2,0,"{""l2"": 0.001}",0.5476190476190476,31,16,0.0,0.0,0.001,,0.0
6,2,4,Monotonic + L2,0,"{""l2"": 0.001}",0.5888888888888888,21,14,0.0,0.0,0.001,,0.0
6,2,5,Monotonic + L2,0,"{""l2"": 0.001}",0.6277777777777778,24,14,0.0,0.0,0.001,,0.0
6,2,1,Monotonic + L2,1,"{""l2"": 0.01}",0.7116666666666667,23,15,0.0,0.0,0.01,,0.0
6,2,2,Monotonic + L2,1,"{""l2"": 0.01}",0.38055555555555554,25,15,0.0,0.0,0.01,,0.0
6,2,3,Monotonic + L2,1,"{""l2"": 0.01}",0.5476190476190476,28,17,0.0,0.0,0.01,,0.0
6,2,4,Monotonic + L2,1,"{""l2"": 0.01}",0.5888888888888888,21,14,0.0,0.0,0.01,,0.0
6,2,5,Monotonic + L2,1,"{""l2"": 0.01}",0.6544444444444445,21,14,0.0,0.0,0.01,,0.0
6,2,1,Monotonic + L2,2,"{""l2"": 0.1}",0.7892857142857141,15,16,0.0,0.0,0.1,,0.0
6,2,2,Monotonic + L2,2,"{""l2"": 0.1}",0.3938888888888889,15,17,0.0,0.0,0.1,,0.0
6,2,3,Monotonic + L2,2,"{""l2"": 0.1}",0.6476190476190475,16,17,0.0,0.0,0.1,,0.0
6,2,4,Monotonic + L2,2,"{""l2"": 0.1}",0.6797979797979798,16,17,0.0,0.0,0.1,,0.0
6,2,5,Monotonic + L2,2,"{""l2"": 0.1}",0.6544444444444445,13,16,0.0,0.0,0.1,,0.0
6,2,1,Monotonic + L2,3,"{""l2"": 1.0}",0.6885281385281385,12,18,0.0,0.0,1.0,,0.0
6,2,2,Monotonic + L2,3,"{""l2"": 1.0}",0.3972222222222222,10,19,0.0,0.0,1.0,,0.0
6,2,3,Monotonic + L2,3,"{""l2"": 1.0}",0.6476190476190475,12,19,0.0,0.0,1.0,,0.0
6,2,4,Monotonic + L2,3,"{""l2"": 1.0}",0.6797979797979798,13,19,0.0,0.0,1.0,,0.0
6,2,5,Monotonic + L2,3,"{""l2"": 1.0}",0.7226190476190475,11,19,0.0,0.0,1.0,,0.0
6,2,1,Monotonic + L2,4,"{""l2"": 10.0}",0.6976190476190476,9,19,0.0,0.0,10.0,,0.0
6,2,2,Monotonic + L2,4,"{""l2"": 10.0}",0.419047619047619,9,19,0.0,0.0,10.0,,0.0
6,2,3,Monotonic + L2,4,"{""l2"": 10.0}",0.6587301587301588,10,20,0.0,0.0,10.0,,0.0
6,2,4,Monotonic + L2,4,"{""l2"": 10.0}",0.7251948051948052,9,20,0.0,0.0,10.0,,0.0
6,2,5,Monotonic + L2,4,"{""l2"": 10.0}",0.6192857142857142,9,19,0.0,0.0,10.0,,0.0
6,2,1,L2,0,"{""l2"": 0.001}",0.5926190476190476,65,21,,,0.001,,
6,2,2,L2,0,"{""l2"": 0.001}",0.3382034632034632,59,21,,,0.001,,
6,2,3,L2,0,"{""l2"": 0.001}",0.7253968253968255,51,21,,,0.001,,
6,2,4,L2,0,"{""l2"": 0.001}",0.5242424242424242,64,21,,,0.001,,
6,2,5,L2,0,"{""l2"": 0.001}",0.6587301587301588,57,21,,,0.001,,
6,2,1,L2,1,"{""l2"": 0.01}",0.6833333333333333,34,21,,,0.01,,
6,2,2,L2,1,"{""l2"": 0.01}",0.34305194805194805,29,21,,,0.01,,
6,2,3,L2,1,"{""l2"": 0.01}",0.5476190476190476,32,21,,,0.01,,
6,2,4,L2,1,"{""l2"": 0.01}",0.5909090909090908,33,21,,,0.01,,
6,2,5,L2,1,"{""l2"": 0.01}",0.7453968253968253,34,21,,,0.01,,
6,2,1,L2,2,"{""l2"": 0.1}",0.8,17,21,,,0.1,,
6,2,2,L2,2,"{""l2"": 0.1}",0.3543650793650793,17,21,,,0.1,,
6,2,3,L2,2,"{""l2"": 0.1}",0.6476190476190475,16,21,,,0.1,,
6,2,4,L2,2,"{""l2"": 0.1}",0.6242424242424243,17,21,,,0.1,,
6,2,5,L2,2,"{""l2"": 0.1}",0.911111111111111,16,21,,,0.1,,
6,2,1,L2,3,"{""l2"": 1.0}",0.7551948051948052,10,21,,,1.0,,
6,2,2,L2,3,"{""l2"": 1.0}",0.3543650793650793,11,21,,,1.0,,
6,2,3,L2,3,"{""l2"": 1.0}",0.6476190476190475,11,21,,,1.0,,
6,2,4,L2,3,"{""l2"": 1.0}",0.6997979797979798,10,21,,,1.0,,
6,2,5,L2,3,"{""l2"": 1.0}",0.7944444444444445,10,21,,,1.0,,
6,2,1,L2,4,"{""l2"": 10.0}",0.7551948051948052,9,21,,,10.0,,
6,2,2,L2,4,"{""l2"": 10.0}",0.3705555555555555,9,21,,,10.0,,
6,2,3,L2,4,"{""l2"": 10.0}",0.6587301587301588,10,21,,,10.0,,
6,2,4,L2,4,"{""l2"": 10.0}",0.7342857142857142,9,21,,,10.0,,
6,2,5,L2,4,"{""l2"": 10.0}",0.6592857142857143,9,21,,,10.0,,
6,3,1,Soft Monotonic + L2,0,"{""l2"": 0.001, ""soft_penalty"": 0.0}",0.3842424242424242,61,21,3.0,1.147661010116254,0.001,0.0,
6,3,2,Soft Monotonic + L2,0,"{""l2"": 0.001, ""soft_penalty"": 0.0}",0.45186147186147185,55,21,6.0,1.6311273575873495,0.001,0.0,
6,3,3,Soft Monotonic + L2,0,"{""l2"": 0.001, ""soft_penalty"": 0.0}",0.7551948051948052,54,21,4.0,0.9904554024642858,0.001,0.0,
6,3,4,Soft Monotonic + L2,0,"{""l2"": 0.001, ""soft_penalty"": 0.0}",0.519047619047619,52,21,5.0,4.201053884555002,0.001,0.0,
6,3,5,Soft Monotonic + L2,0,"{""l2"": 0.001, ""soft_penalty"": 0.0}",0.5866666666666666,58,21,3.0,2.426832742936596,0.001,0.0,
6,3,1,Soft Monotonic + L2,1,"{""l2"": 0.001, ""soft_penalty"": 0.001}",0.3842424242424242,55,21,3.0,1.0680532487098742,0.001,0.001,
6,3,2,Soft Monotonic + L2,1,"{""l2"": 0.001, ""soft_penalty"": 0.001}",0.45186147186147185,59,21,6.0,1.5642254497165813,0.001,0.001,
6,3,3,Soft Monotonic + L2,1,"{""l2"": 0.001, ""soft_penalty"": 0.001}",0.7551948051948052,53,21,4.0,0.9501621598632559,0.001,0.001,
6,3,4,Soft Monotonic + L2,1,"{""l2"": 0.001, ""soft_penalty"": 0.001}",0.5301587301587302,50,21,5.0,3.521954268396001,0.001,0.001,
6,3,5,Soft Monotonic + L2,1,"{""l2"": 0.001, ""soft_penalty"": 0.001}",0.6166666666666666,59,21,3.0,2.188612386382086,0.001,0.001,
6,3,1,Soft Monotonic + L2,2,"{""l2"": 0.001, ""soft_penalty"": 0.01}",0.3925757575757576,41,21,3.0,0.7769823479961214,0.001,0.01,
6,3,2,Soft Monotonic + L2,2,"{""l2"": 0.001, ""soft_penalty"": 0.01}",0.45186147186147185,50,21,6.0,1.1831882581417772,0.001,0.01,
6,3,3,Soft Monotonic + L2,2,"{""l2"": 0.001, ""soft_penalty"": 0.01}",0.7742424242424242,44,21,4.0,0.7104290403163281,0.001,0.01,
6,3,4,Soft Monotonic + L2,2,"{""l2"": 0.001, ""soft_penalty"": 0.01}",0.5301587301587302,50,21,6.0,1.5374789943283744,0.001,0.01,
6,3,5,Soft Monotonic + L2,2,"{""l2"": 0.001, ""soft_penalty"": 0.01}",0.6433333333333333,60,21,3.0,1.2580055183789007,0.001,0.01,
6,3,1,Soft Monotonic + L2,3,"{""l2"": 0.001, ""soft_penalty"": 0.1}",0.35257575757575754,38,21,3.0,0.2796626236555131,0.001,0.1,
6,3,2,Soft Monotonic + L2,3,"{""l2"": 0.001, ""soft_penalty"": 0.1}",0.5944444444444444,44,21,6.0,0.40525657255910563,0.001,0.1,
6,3,3,Soft Monotonic + L2,3,"{""l2"": 0.001, ""soft_penalty"": 0.1}",0.7551948051948052,38,21,4.0,0.219822439008955,0.001,0.1,
6,3,4,Soft Monotonic + L2,3,"{""l2"": 0.001, ""soft_penalty"": 0.1}",0.525952380952381,37,21,7.0,0.3376890954520177,0.001,0.1,
6,3,5,Soft Monotonic + L2,3,"{""l2"": 0.001, ""soft_penalty"": 0.1}",0.6342424242424243,61,21,3.0,0.33703048772646443,0.001,0.1,
6,3,1,Soft Monotonic + L2,4,"{""l2"": 0.001, ""soft_penalty"": 1.0}",0.353051948051948,56,21,3.0,0.038939241248745184,0.001,1.0,
6,3,2,Soft Monotonic + L2,4,"{""l2"": 0.001, ""soft_penalty"": 1.0}",0.7087301587301587,75,21,7.0,0.056444057900643205,0.001,1.0,
6,3,3,Soft Monotonic + L2,4,"{""l2"": 0.001, ""soft_penalty"": 1.0}",0.7742424242424242,73,21,4.0,0.028553277453488998,0.001,1.0,
6,3,4,Soft Monotonic + L2,4,"{""l2"": 0.001, ""soft_penalty"": 1.0}",0.5449999999999999,63,21,8.0,0.0551522658404106,0.001,1.0,
6,3,5,Soft Monotonic + L2,4,"{""l2"": 0.001, ""soft_penalty"": 1.0}",0.7342424242424244,103,21,4.0,0.043065066253615523,0.001,1.0,
6,3,1,Soft Monotonic + L2,5,"{""l2"": 0.001, ""soft_penalty"": 10.0}",0.353051948051948,119,21,4.0,0.00408128447247955,0.001,10.0,
6,3,2,Soft Monotonic + L2,5,"{""l2"": 0.001, ""soft_penalty"": 10.0}",0.7277777777777779,191,21,8.0,0.005885758153437192,0.001,10.0,
6,3,3,Soft Monotonic + L2,5,"{""l2"": 0.001, ""soft_penalty"": 10.0}",0.6885281385281385,198,21,4.0,0.0029458184046769267,0.001,10.0,
6,3,4,Soft Monotonic + L2,5,"{""l2"": 0.001, ""soft_penalty"": 10.0}",0.5449999999999999,172,21,8.0,0.006401524588510035,0.001,10.0,
6,3,5,Soft Monotonic + L2,5,"{""l2"": 0.001, ""soft_penalty"": 10.0}",0.7342424242424244,311,21,4.0,0.004467799885414344,0.001,10.0,
6,3,1,Soft Monotonic + L2,6,"{""l2"": 0.01, ""soft_penalty"": 0.0}",0.3792424242424242,33,21,3.0,0.5544830614251166,0.01,0.0,
6,3,2,Soft Monotonic + L2,6,"{""l2"": 0.01, ""soft_penalty"": 0.0}",0.4351948051948052,34,21,5.0,0.8760663991526271,0.01,0.0,
6,3,3,Soft Monotonic + L2,6,"{""l2"": 0.01, ""soft_penalty"": 0.0}",0.740909090909091,35,21,3.0,0.4968887442763676,0.01,0.0,
6,3,4,Soft Monotonic + L2,6,"{""l2"": 0.01, ""soft_penalty"": 0.0}",0.5587301587301587,32,21,5.0,1.014211574921672,0.01,0.0,
6,3,5,Soft Monotonic + L2,6,"{""l2"": 0.01, ""soft_penalty"": 0.0}",0.5775757575757575,35,21,3.0,0.7530024528799909,0.01,0.0,
6,3,1,Soft Monotonic + L2,7,"{""l2"": 0.01, ""soft_penalty"": 0.001}",0.3792424242424242,34,21,3.0,0.5448015857260765,0.01,0.001,
6,3,2,Soft Monotonic + L2,7,"{""l2"": 0.01, ""soft_penalty"": 0.001}",0.4351948051948052,33,21,5.0,0.8586669204918227,0.01,0.001,
6,3,3,Soft Monotonic + L2,7,"{""l2"": 0.01, ""soft_penalty"": 0.001}",0.740909090909091,37,21,3.0,0.48637123321125436,0.01,0.001,
6,3,4,Soft Monotonic + L2,7,"{""l2"": 0.01, ""soft_penalty"": 0.001}",0.5587301587301587,32,21,5.0,0.9739839895046307,0.01,0.001,
6,3,5,Soft Monotonic + L2,7,"{""l2"": 0.01, ""soft_penalty"": 0.001}",0.6075757575757575,34,21,3.0,0.7420206869797439,0.01,0.001,
6,3,1,Soft Monotonic + L2,8,"{""l2"": 0.01, ""soft_penalty"": 0.01}",0.3792424242424242,32,21,3.0,0.4745345580230109,0.01,0.01,
6,3,2,Soft Monotonic + L2,8,"{""l2"": 0.01, ""soft_penalty"": 0.01}",0.4351948051948052,35,21,5.0,0.7319249189708384,0.01,0.01,
6,3,3,Soft Monotonic + L2,8,"{""l2"": 0.01, ""soft_penalty"": 0.01}",0.740909090909091,35,21,3.0,0.4091792614963855,0.01,0.01,
