repeat,outer_fold,inner_fold,model,candidate,parameters,validation_ap,iterations,nonzero_features,violations
15,1,1,Monotonic,0,"{""lambda"": 0.001}",0.6251948051948051,26,14,0.0
15,1,2,Monotonic,0,"{""lambda"": 0.001}",0.6142857142857143,34,15,0.0
15,1,3,Monotonic,0,"{""lambda"": 0.001}",0.9666666666666666,33,15,0.0
15,1,4,Monotonic,0,"{""lambda"": 0.001}",0.43015873015873013,49,16,0.0
15,1,5,Monotonic,0,"{""lambda"": 0.001}",0.7986111111111112,41,16,0.0
15,1,1,Monotonic,1,"{""lambda"": 0.01}",0.6251948051948051,23,14,0.0
15,1,2,Monotonic,1,"{""lambda"": 0.01}",0.6676190476190476,27,15,0.0
15,1,3,Monotonic,1,"{""lambda"": 0.01}",0.9666666666666666,24,15,0.0
15,1,4,Monotonic,1,"{""lambda"": 0.01}",0.4720634920634921,28,17,0.0
15,1,5,Monotonic,1,"{""lambda"": 0.01}",0.6777777777777778,25,15,0.0
15,1,1,Monotonic,2,"{""lambda"": 0.1}",0.6585281385281385,15,15,0.0
15,1,2,Monotonic,2,"{""lambda"": 0.1}",0.7087301587301587,16,16,0.0
15,1,3,Monotonic,2,"{""lambda"": 0.1}",1.0,16,16,0.0
15,1,4,Monotonic,2,"{""lambda"": 0.1}",0.4553968253968254,15,17,0.0
15,1,5,Monotonic,2,"{""lambda"": 0.1}",0.6777777777777778,15,16,0.0
15,1,1,Monotonic,3,"{""lambda"": 1.0}",0.7544444444444445,12,18,0.0
15,1,2,Monotonic,3,"{""lambda"": 1.0}",0.8392857142857142,12,19,0.0
15,1,3,Monotonic,3,"{""lambda"": 1.0}",1.0,12,19,0.0
15,1,4,Monotonic,3,"{""lambda"": 1.0}",0.49111111111111116,12,19,0.0
15,1,5,Monotonic,3,"{""lambda"": 1.0}",0.65,12,19,0.0
15,1,1,Monotonic,4,"{""lambda"": 10.0}",0.7416666666666667,10,19,0.0
15,1,2,Monotonic,4,"{""lambda"": 10.0}",0.8444444444444443,10,19,0.0
15,1,3,Monotonic,4,"{""lambda"": 10.0}",0.9266666666666665,10,19,0.0
15,1,4,Monotonic,4,"{""lambda"": 10.0}",0.44126984126984126,10,19,0.0
15,1,5,Monotonic,4,"{""lambda"": 10.0}",0.6428571428571428,10,20,0.0
15,1,1,L2,0,"{""lambda"": 0.001}",0.7683333333333333,62,21,
15,1,2,L2,0,"{""lambda"": 0.001}",0.607936507936508,75,21,
15,1,3,L2,0,"{""lambda"": 0.001}",0.9428571428571428,59,21,
15,1,4,L2,0,"{""lambda"": 0.001}",0.47777777777777775,73,21,
