repeat,outer_fold,inner_fold,model,candidate,parameters,validation_ap,iterations,nonzero_features,violations
16,1,1,Monotonic,0,"{""lambda"": 0.001}",0.6976190476190476,27,15,0.0
16,1,2,Monotonic,0,"{""lambda"": 0.001}",0.6592857142857143,31,14,0.0
16,1,3,Monotonic,0,"{""lambda"": 0.001}",0.5746031746031746,37,15,0.0
16,1,4,Monotonic,0,"{""lambda"": 0.001}",0.7433333333333334,40,16,0.0
16,1,5,Monotonic,0,"{""lambda"": 0.001}",0.725,34,15,0.0
16,1,1,Monotonic,1,"{""lambda"": 0.01}",0.6944444444444444,28,16,0.0
16,1,2,Monotonic,1,"{""lambda"": 0.01}",0.6253968253968254,29,16,0.0
16,1,3,Monotonic,1,"{""lambda"": 0.01}",0.6746031746031746,30,18,0.0
16,1,4,Monotonic,1,"{""lambda"": 0.01}",0.7433333333333334,29,17,0.0
16,1,5,Monotonic,1,"{""lambda"": 0.01}",0.7041666666666666,26,16,0.0
16,1,1,Monotonic,2,"{""lambda"": 0.1}",0.731111111111111,17,17,0.0
16,1,2,Monotonic,2,"{""lambda"": 0.1}",0.6453968253968254,15,17,0.0
16,1,3,Monotonic,2,"{""lambda"": 0.1}",0.6888888888888889,17,17,0.0
16,1,4,Monotonic,2,"{""lambda"": 0.1}",0.81,16,17,0.0
16,1,5,Monotonic,2,"{""lambda"": 0.1}",0.7152777777777777,15,17,0.0
16,1,1,Monotonic,3,"{""lambda"": 1.0}",0.7892857142857141,12,20,0.0
16,1,2,Monotonic,3,"{""lambda"": 1.0}",0.5533333333333332,12,18,0.0
16,1,3,Monotonic,3,"{""lambda"": 1.0}",0.72,12,18,0.0
16,1,4,Monotonic,3,"{""lambda"": 1.0}",0.81,12,18,0.0
16,1,5,Monotonic,3,"{""lambda"": 1.0}",0.6678571428571429,12,19,0.0
16,1,1,Monotonic,4,"{""lambda"": 10.0}",0.7753968253968253,10,19,0.0
16,1,2,Monotonic,4,"{""lambda"": 10.0}",0.5866666666666666,10,18,0.0
16,1,3,Monotonic,4,"{""lambda"": 10.0}",0.72,10,19,0.0
16,1,4,Monotonic,4,"{""lambda"": 10.0}",0.7642857142857142,10,19,0.0
16,1,5,Monotonic,4,"{""lambda"": 10.0}",0.6428571428571428,10,20,0.0
16,1,1,L2,0,"{""lambda"": 0.001}",0.633131313131313,56,21,
16,1,2,L2,0,"{""lambda"": 0.001}",0.5742424242424242,70,21,
16,1,3,L2,0,"{""lambda"": 0.001}",0.607936507936508,49,21,
16,1,4,L2,0,"{""lambda"": 0.001}",0.7051948051948052,65,21,
16,1,5,L2,0,"{""lambda"": 0.001}",0.6361111111111111,58,21,
16,1,1,L2,1,"{""lambda"": 0.01}",0.5997979797979798,33,21,
16,1,2,L2,1,"{""lambda"": 0.01}",0.6644444444444444,34,21,
16,1,3,L2,1,"{""lambda"": 0.01}",0.6857142857142857,34,21,
16,1,4,L2,1,"{""lambda"": 0.01}",0.7742424242424242,36,21,
16,1,5,L2,1,"{""lambda"": 0.01}",0.6361111111111111,35,21,
16,1,1,L2,2,"{""lambda"": 0.1}",0.7342857142857142,18,21,
16,1,2,L2,2,"{""lambda"": 0.1}",0.5787301587301587,16,21,
16,1,3,L2,2,"{""lambda"": 0.1}",0.7,18,21,
16,1,4,L2,2,"{""lambda"": 0.1}",0.81,17,21,
16,1,5,L2,2,"{""lambda"": 0.1}",0.7152777777777777,18,21,
16,1,1,L2,3,"{""lambda"": 1.0}",0.7453968253968253,12,21,
16,1,2,L2,3,"{""lambda"": 1.0}",0.6166666666666666,11,21,
16,1,3,L2,3,"{""lambda"": 1.0}",0.72,10,21,
16,1,4,L2,3,"{""lambda"": 1.0}",0.81,11,21,
16,1,5,L2,3,"{""lambda"": 1.0}",0.6678571428571429,11,21,
16,1,1,L2,4,"{""lambda"": 10.0}",0.7253968253968255,10,21,
16,1,2,L2,4,"{""lambda"": 10.0}",0.5866666666666666,10,21,
16,1,3,L2,4,"{""lambda"": 10.0}",0.72,10,21,
16,1,4,L2,4,"{""lambda"": 10.0}",0.7642857142857142,10,21,
16,1,5,L2,4,"{""lambda"": 10.0}",0.6428571428571428,10,21,
16,1,1,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",0.633131313131313,2550,20,
16,1,2,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",0.5742424242424242,5616,21,
16,1,3,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",0.607936507936508,1878,21,
16,1,4,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",0.7051948051948052,4296,21,
16,1,5,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",0.6361111111111111,2784,21,
16,1,1,Elastic Net,1,"{""lambda"": 0.001, ""l1_ratio"": 0.5}",0.633131313131313,2941,20,
16,1,2,Elastic Net,1,"{""lambda"": 0.001, ""l1_ratio"": 0.5}",0.5742424242424242,8221,21,
16,1,3,Elastic Net,1,"{""lambda"": 0.001, ""l1_ratio"": 0.5}",0.607936507936508,1564,20,
16,1,4,Elastic Net,1,"{""lambda"": 0.001, ""l1_ratio"": 0.5}",0.7051948051948052,5421,21,
16,1,5,Elastic Net,1,"{""lambda"": 0.001, ""l1_ratio"": 0.5}",0.5111111111111111,2837,20,
16,1,1,Elastic Net,2,"{""lambda"": 0.001, ""l1_ratio"": 0.9}",0.633131313131313,3489,19,
16,1,2,Elastic Net,2,"{""lambda"": 0.001, ""l1_ratio"": 0.9}",0.6833333333333333,20017,21,
16,1,3,Elastic Net,2,"{""lambda"": 0.001, ""l1_ratio"": 0.9}",0.607936507936508,1591,20,
16,1,4,Elastic Net,2,"{""lambda"": 0.001, ""l1_ratio"": 0.9}",0.7051948051948052,8021,21,
16,1,5,Elastic Net,2,"{""lambda"": 0.001, ""l1_ratio"": 0.9}",0.5111111111111111,3667,21,
16,1,1,Elastic Net,3,"{""lambda"": 0.01, ""l1_ratio"": 0.1}",0.6109090909090908,598,21,
16,1,2,Elastic Net,3,"{""lambda"": 0.01, ""l1_ratio"": 0.1}",0.6644444444444444,866,21,
16,1,3,Elastic Net,3,"{""lambda"": 0.01, ""l1_ratio"": 0.1}",0.6857142857142857,636,19,
16,1,4,Elastic Net,3,"{""lambda"": 0.01, ""l1_ratio"": 0.1}",0.7742424242424242,957,21,
16,1,5,Elastic Net,3,"{""lambda"": 0.01, ""l1_ratio"": 0.1}",0.6361111111111111,785,21,
16,1,1,Elastic Net,4,"{""lambda"": 0.01, ""l1_ratio"": 0.5}",0.6109090909090908,670,20,
16,1,2,Elastic Net,4,"{""lambda"": 0.01, ""l1_ratio"": 0.5}",0.6644444444444444,1191,19,
16,1,3,Elastic Net,4,"{""lambda"": 0.01, ""l1_ratio"": 0.5}",0.6857142857142857,724,17,
16,1,4,Elastic Net,4,"{""lambda"": 0.01, ""l1_ratio"": 0.5}",0.800909090909091,1057,18,
16,1,5,Elastic Net,4,"{""lambda"": 0.01, ""l1_ratio"": 0.5}",0.5111111111111111,996,18,
16,1,1,Elastic Net,5,"{""lambda"": 0.01, ""l1_ratio"": 0.9}",0.6442424242424243,897,19,
16,1,2,Elastic Net,5,"{""lambda"": 0.01, ""l1_ratio"": 0.9}",0.6787301587301586,2225,16,
16,1,3,Elastic Net,5,"{""lambda"": 0.01, ""l1_ratio"": 0.9}",0.6857142857142857,747,15,
16,1,4,Elastic Net,5,"{""lambda"": 0.01, ""l1_ratio"": 0.9}",0.800909090909091,1519,15,
16,1,5,Elastic Net,5,"{""lambda"": 0.01, ""l1_ratio"": 0.9}",0.4694444444444444,1346,15,
16,1,1,Elastic Net,6,"{""lambda"": 0.1, ""l1_ratio"": 0.1}",0.7342857142857142,108,16,
16,1,2,Elastic Net,6,"{""lambda"": 0.1, ""l1_ratio"": 0.1}",0.5453968253968253,142,18,
16,1,3,Elastic Net,6,"{""lambda"": 0.1, ""l1_ratio"": 0.1}",0.7,137,15,
16,1,4,Elastic Net,6,"{""lambda"": 0.1, ""l1_ratio"": 0.1}",0.81,151,17,
16,1,5,Elastic Net,6,"{""lambda"": 0.1, ""l1_ratio"": 0.1}",0.7152777777777777,134,17,
16,1,1,Elastic Net,7,"{""lambda"": 0.1, ""l1_ratio"": 0.5}",0.7142857142857142,168,9,
