repeat,outer_fold,inner_fold,model,candidate,parameters,validation_ap,iterations,nonzero_features,violations
19,1,1,Monotonic,0,"{""lambda"": 0.001}",0.6251948051948051,28,14,0.0
19,1,2,Monotonic,0,"{""lambda"": 0.001}",0.5342857142857143,30,15,0.0
19,1,3,Monotonic,0,"{""lambda"": 0.001}",0.6766233766233767,25,14,0.0
19,1,4,Monotonic,0,"{""lambda"": 0.001}",0.3955122655122655,41,15,0.0
19,1,5,Monotonic,0,"{""lambda"": 0.001}",0.6488095238095238,32,14,0.0
19,1,1,Monotonic,1,"{""lambda"": 0.01}",0.6251948051948051,26,15,0.0
19,1,2,Monotonic,1,"{""lambda"": 0.01}",0.5592857142857143,25,15,0.0
19,1,3,Monotonic,1,"{""lambda"": 0.01}",0.7109090909090909,25,15,0.0
19,1,4,Monotonic,1,"{""lambda"": 0.01}",0.42146464646464643,25,15,0.0
19,1,5,Monotonic,1,"{""lambda"": 0.01}",0.6488095238095238,23,14,0.0
19,1,1,Monotonic,2,"{""lambda"": 0.1}",0.7342857142857142,15,17,0.0
19,1,2,Monotonic,2,"{""lambda"": 0.1}",0.5644444444444444,17,19,0.0
19,1,3,Monotonic,2,"{""lambda"": 0.1}",0.8333333333333333,14,16,0.0
19,1,4,Monotonic,2,"{""lambda"": 0.1}",0.45238095238095233,14,17,0.0
19,1,5,Monotonic,2,"{""lambda"": 0.1}",0.6349206349206349,15,17,0.0
19,1,1,Monotonic,3,"{""lambda"": 1.0}",0.7392857142857143,12,19,0.0
19,1,2,Monotonic,3,"{""lambda"": 1.0}",0.7644444444444445,12,20,0.0
19,1,3,Monotonic,3,"{""lambda"": 1.0}",0.8253968253968254,10,17,0.0
19,1,4,Monotonic,3,"{""lambda"": 1.0}",0.5111111111111111,12,19,0.0
19,1,5,Monotonic,3,"{""lambda"": 1.0}",0.5798611111111112,12,18,0.0
19,1,1,Monotonic,4,"{""lambda"": 10.0}",0.7392857142857143,9,19,0.0
19,1,2,Monotonic,4,"{""lambda"": 10.0}",0.8261904761904761,10,20,0.0
19,1,3,Monotonic,4,"{""lambda"": 10.0}",0.8253968253968254,10,17,0.0
19,1,4,Monotonic,4,"{""lambda"": 10.0}",0.5111111111111111,10,20,0.0
19,1,5,Monotonic,4,"{""lambda"": 10.0}",0.5798611111111112,10,18,0.0
19,1,1,L2,0,"{""lambda"": 0.001}",0.6633333333333333,60,21,
19,1,2,L2,0,"{""lambda"": 0.001}",0.4588888888888888,48,21,
19,1,3,L2,0,"{""lambda"": 0.001}",0.5888888888888888,64,21,
19,1,4,L2,0,"{""lambda"": 0.001}",0.4066233766233766,57,21,
19,1,5,L2,0,"{""lambda"": 0.001}",0.7182539682539683,54,21,
19,1,1,L2,1,"{""lambda"": 0.01}",0.6833333333333333,35,21,
19,1,2,L2,1,"{""lambda"": 0.01}",0.4918614718614718,33,21,
19,1,3,L2,1,"{""lambda"": 0.01}",0.6888888888888889,37,21,
19,1,4,L2,1,"{""lambda"": 0.01}",0.3881313131313131,35,21,
19,1,5,L2,1,"{""lambda"": 0.01}",0.6349206349206349,32,21,
19,1,1,L2,2,"{""lambda"": 0.1}",0.7251948051948052,16,21,
19,1,2,L2,2,"{""lambda"": 0.1}",0.5787301587301587,16,21,
19,1,3,L2,2,"{""lambda"": 0.1}",0.8142857142857143,17,21,
19,1,4,L2,2,"{""lambda"": 0.1}",0.39329004329004325,16,21,
19,1,5,L2,2,"{""lambda"": 0.1}",0.6349206349206349,16,21,
19,1,1,L2,3,"{""lambda"": 1.0}",0.7392857142857143,11,21,
19,1,2,L2,3,"{""lambda"": 1.0}",0.7961904761904761,10,21,
19,1,3,L2,3,"{""lambda"": 1.0}",0.7642857142857142,10,21,
19,1,4,L2,3,"{""lambda"": 1.0}",0.4666666666666667,11,21,
19,1,5,L2,3,"{""lambda"": 1.0}",0.5798611111111112,10,21,
19,1,1,L2,4,"{""lambda"": 10.0}",0.7392857142857143,9,21,
19,1,2,L2,4,"{""lambda"": 10.0}",0.8261904761904761,10,21,
19,1,3,L2,4,"{""lambda"": 10.0}",0.731111111111111,10,21,
19,1,4,L2,4,"{""lambda"": 10.0}",0.5253968253968254,10,21,
19,1,5,L2,4,"{""lambda"": 10.0}",0.5798611111111112,10,21,
19,1,1,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",0.6633333333333333,2973,21,
19,1,2,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",0.4588888888888888,1620,20,
19,1,3,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",0.5888888888888888,1328,21,
19,1,4,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",0.4066233766233766,3766,21,
19,1,5,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",0.7182539682539683,2257,20,
19,1,1,Elastic Net,1,"{""lambda"": 0.001, ""l1_ratio"": 0.5}",0.6490476190476191,3658,21,
19,1,2,Elastic Net,1,"{""lambda"": 0.001, ""l1_ratio"": 0.5}",0.4588888888888888,1724,20,
19,1,3,Elastic Net,1,"{""lambda"": 0.001, ""l1_ratio"": 0.5}",0.5888888888888888,1476,21,
19,1,4,Elastic Net,1,"{""lambda"": 0.001, ""l1_ratio"": 0.5}",0.4066233766233766,6055,20,
19,1,5,Elastic Net,1,"{""lambda"": 0.001, ""l1_ratio"": 0.5}",0.7182539682539683,2599,20,
19,1,1,Elastic Net,2,"{""lambda"": 0.001, ""l1_ratio"": 0.9}",0.6490476190476191,4203,19,
19,1,2,Elastic Net,2,"{""lambda"": 0.001, ""l1_ratio"": 0.9}",0.4588888888888888,1820,19,
19,1,3,Elastic Net,2,"{""lambda"": 0.001, ""l1_ratio"": 0.9}",0.4888888888888888,1669,21,
19,1,4,Elastic Net,2,"{""lambda"": 0.001, ""l1_ratio"": 0.9}",0.4066233766233766,17286,18,
19,1,5,Elastic Net,2,"{""lambda"": 0.001, ""l1_ratio"": 0.9}",0.7182539682539683,3101,19,
19,1,1,Elastic Net,3,"{""lambda"": 0.01, ""l1_ratio"": 0.1}",0.6833333333333333,766,21,
19,1,2,Elastic Net,3,"{""lambda"": 0.01, ""l1_ratio"": 0.1}",0.5251948051948051,679,21,
19,1,3,Elastic Net,3,"{""lambda"": 0.01, ""l1_ratio"": 0.1}",0.6888888888888889,416,21,
19,1,4,Elastic Net,3,"{""lambda"": 0.01, ""l1_ratio"": 0.1}",0.3881313131313131,740,20,
19,1,5,Elastic Net,3,"{""lambda"": 0.01, ""l1_ratio"": 0.1}",0.6349206349206349,611,20,
19,1,1,Elastic Net,4,"{""lambda"": 0.01, ""l1_ratio"": 0.5}",0.6555555555555554,951,19,
19,1,2,Elastic Net,4,"{""lambda"": 0.01, ""l1_ratio"": 0.5}",0.5453968253968253,520,17,
19,1,3,Elastic Net,4,"{""lambda"": 0.01, ""l1_ratio"": 0.5}",0.72,575,20,
19,1,4,Elastic Net,4,"{""lambda"": 0.01, ""l1_ratio"": 0.5}",0.4099567099567099,1000,18,
19,1,5,Elastic Net,4,"{""lambda"": 0.01, ""l1_ratio"": 0.5}",0.6349206349206349,674,17,
19,1,1,Elastic Net,5,"{""lambda"": 0.01, ""l1_ratio"": 0.9}",0.6742424242424243,1095,16,
19,1,2,Elastic Net,5,"{""lambda"": 0.01, ""l1_ratio"": 0.9}",0.5453968253968253,534,14,
19,1,3,Elastic Net,5,"{""lambda"": 0.01, ""l1_ratio"": 0.9}",0.7342857142857142,783,18,
19,1,4,Elastic Net,5,"{""lambda"": 0.01, ""l1_ratio"": 0.9}",0.4099567099567099,1716,17,
