repeat,outer_fold,inner_fold,model,candidate,parameters,validation_ap,iterations,nonzero_features,violations
6,1,1,Monotonic,0,"{""lambda"": 0.001}",0.7277777777777779,52,18,0.0
6,1,2,Monotonic,0,"{""lambda"": 0.001}",0.8142857142857143,50,16,0.0
6,1,3,Monotonic,0,"{""lambda"": 0.001}",0.5766233766233766,40,16,0.0
6,1,4,Monotonic,0,"{""lambda"": 0.001}",0.5385281385281385,44,18,0.0
6,1,5,Monotonic,0,"{""lambda"": 0.001}",0.75,49,17,0.0
6,1,1,Monotonic,1,"{""lambda"": 0.01}",0.8444444444444443,33,18,0.0
6,1,2,Monotonic,1,"{""lambda"": 0.01}",0.8111111111111111,32,18,0.0
6,1,3,Monotonic,1,"{""lambda"": 0.01}",0.48571428571428565,28,17,0.0
6,1,4,Monotonic,1,"{""lambda"": 0.01}",0.5676190476190476,28,17,0.0
6,1,5,Monotonic,1,"{""lambda"": 0.01}",0.7986111111111112,30,18,0.0
6,1,1,Monotonic,2,"{""lambda"": 0.1}",0.911111111111111,16,19,0.0
6,1,2,Monotonic,2,"{""lambda"": 0.1}",0.8392857142857142,15,18,0.0
6,1,3,Monotonic,2,"{""lambda"": 0.1}",0.48571428571428565,14,19,0.0
6,1,4,Monotonic,2,"{""lambda"": 0.1}",0.6087301587301587,15,17,0.0
6,1,5,Monotonic,2,"{""lambda"": 0.1}",0.775,16,18,0.0
6,1,1,Monotonic,3,"{""lambda"": 1.0}",0.8999999999999999,12,19,0.0
6,1,2,Monotonic,3,"{""lambda"": 1.0}",0.8261904761904761,12,20,0.0
6,1,3,Monotonic,3,"{""lambda"": 1.0}",0.46571428571428575,12,19,0.0
6,1,4,Monotonic,3,"{""lambda"": 1.0}",0.7226190476190475,12,17,0.0
6,1,5,Monotonic,3,"{""lambda"": 1.0}",0.775,12,20,0.0
6,1,1,Monotonic,4,"{""lambda"": 10.0}",0.8999999999999999,10,20,0.0
6,1,2,Monotonic,4,"{""lambda"": 10.0}",0.7961904761904761,10,20,0.0
6,1,3,Monotonic,4,"{""lambda"": 10.0}",0.48,10,20,0.0
6,1,4,Monotonic,4,"{""lambda"": 10.0}",0.7683333333333333,10,19,0.0
6,1,5,Monotonic,4,"{""lambda"": 10.0}",0.75,10,20,0.0
6,1,1,L2,0,"{""lambda"": 0.001}",0.6053968253968254,60,21,
6,1,2,L2,0,"{""lambda"": 0.001}",0.8111111111111111,74,21,
6,1,3,L2,0,"{""lambda"": 0.001}",0.6585281385281385,61,21,
6,1,4,L2,0,"{""lambda"": 0.001}",0.6109090909090908,71,21,
6,1,5,L2,0,"{""lambda"": 0.001}",0.7152777777777777,73,21,
6,1,1,L2,1,"{""lambda"": 0.01}",0.6453968253968254,37,21,
6,1,2,L2,1,"{""lambda"": 0.01}",0.8392857142857142,36,21,
6,1,3,L2,1,"{""lambda"": 0.01}",0.6000000000000001,31,21,
6,1,4,L2,1,"{""lambda"": 0.01}",0.5533333333333332,30,21,
6,1,5,L2,1,"{""lambda"": 0.01}",0.8611111111111112,34,21,
6,1,1,L2,2,"{""lambda"": 0.1}",0.8711111111111112,18,21,
6,1,2,L2,2,"{""lambda"": 0.1}",0.8083333333333333,16,21,
6,1,3,L2,2,"{""lambda"": 0.1}",0.48571428571428565,16,21,
6,1,4,L2,2,"{""lambda"": 0.1}",0.5944444444444444,16,21,
6,1,5,L2,2,"{""lambda"": 0.1}",0.8125,16,21,
6,1,1,L2,3,"{""lambda"": 1.0}",0.8599999999999999,12,21,
6,1,2,L2,3,"{""lambda"": 1.0}",0.835,10,21,
6,1,3,L2,3,"{""lambda"": 1.0}",0.48571428571428565,11,21,
6,1,4,L2,3,"{""lambda"": 1.0}",0.7226190476190475,11,21,
6,1,5,L2,3,"{""lambda"": 1.0}",0.75,11,21,
6,1,1,L2,4,"{""lambda"": 10.0}",0.8599999999999999,10,21,
6,1,2,L2,4,"{""lambda"": 10.0}",0.7595238095238095,10,21,
6,1,3,L2,4,"{""lambda"": 10.0}",0.48,10,21,
6,1,4,L2,4,"{""lambda"": 10.0}",0.7226190476190475,10,21,
6,1,5,L2,4,"{""lambda"": 10.0}",0.7321428571428572,10,21,
6,1,1,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",0.6053968253968254,5547,21,
6,1,2,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",0.8111111111111111,3511,21,
6,1,3,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",0.6585281385281385,6694,21,
6,1,4,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",0.6109090909090908,7406,20,
6,1,5,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",0.7152777777777777,8477,21,
6,1,1,Elastic Net,1,"{""lambda"": 0.001, ""l1_ratio"": 0.5}",0.6053968253968254,7960,20,
6,1,2,Elastic Net,1,"{""lambda"": 0.001, ""l1_ratio"": 0.5}",0.8,5370,21,
