repeat,seed,outer_fold,model,n_train,n_test,ap,prevalence,best_inner_ap,parameters,iterations,nonzero_features,violations,selected_model
2,1042,1,Monotonic,56,15,0.6535190999476714,0.4666666666666667,0.7054126984126985,"{""lambda"": 10.0}",10.0,20.0,0.0,
2,1042,1,L2,56,15,0.6320905285190999,0.4666666666666667,0.6906349206349207,"{""lambda"": 10.0}",10.0,21.0,,
2,1042,1,Elastic Net,56,15,0.6427738927738929,0.4666666666666667,0.6450865800865799,"{""lambda"": 0.1, ""l1_ratio"": 0.5}",133.0,10.0,,
2,1042,1,SVM,56,15,0.5786848072562358,0.4666666666666667,0.669046176046176,"{""C"": 1.0, ""gamma"": 0.01}",35.0,21.0,,
2,1042,1,Inner-selected,56,15,0.6535190999476714,0.4666666666666667,,,,,,Monotonic
2,1042,2,Monotonic,57,14,0.653078403078403,0.42857142857142855,0.7033650793650793,"{""lambda"": 10.0}",10.0,20.0,0.0,
2,1042,2,L2,57,14,0.653078403078403,0.42857142857142855,0.6773650793650792,"{""lambda"": 10.0}",10.0,21.0,,
2,1042,2,Elastic Net,57,14,0.6806878306878307,0.42857142857142855,0.7048961038961038,"{""lambda"": 1.0, ""l1_ratio"": 0.1}",68.0,7.0,,
2,1042,2,SVM,57,14,0.6925925925925925,0.42857142857142855,0.7033174603174602,"{""C"": 1.0, ""gamma"": 0.01}",39.0,21.0,,
2,1042,2,Inner-selected,57,14,0.6806878306878307,0.42857142857142855,,,,,,Elastic Net
2,1042,3,Monotonic,57,14,0.6458333333333334,0.42857142857142855,0.6378470418470418,"{""lambda"": 10.0}",10.0,19.0,0.0,
2,1042,3,L2,57,14,0.6299603174603176,0.42857142857142855,0.6317041847041847,"{""lambda"": 10.0}",9.0,21.0,,
2,1042,3,Elastic Net,57,14,0.7884920634920634,0.42857142857142855,0.6406724386724385,"{""lambda"": 1.0, ""l1_ratio"": 0.1}",57.0,7.0,,
2,1042,3,SVM,57,14,0.6140572390572391,0.42857142857142855,0.5936248196248195,"{""C"": 0.01, ""gamma"": 0.01}",26.0,21.0,,
2,1042,3,Inner-selected,57,14,0.7884920634920634,0.42857142857142855,,,,,,Elastic Net
2,1042,4,Monotonic,57,14,0.8269230769230769,0.42857142857142855,0.6971904761904762,"{""lambda"": 10.0}",10.0,19.0,0.0,
2,1042,4,L2,57,14,0.8193473193473193,0.42857142857142855,0.6771904761904761,"{""lambda"": 10.0}",10.0,21.0,,
2,1042,4,Elastic Net,57,14,0.7727564102564102,0.42857142857142855,0.6488253968253967,"{""lambda"": 1.0, ""l1_ratio"": 0.1}",73.0,9.0,,
2,1042,4,SVM,57,14,0.48051948051948046,0.42857142857142855,0.6470288600288601,"{""C"": 10.0, ""gamma"": 0.1}",114.0,21.0,,
2,1042,4,Inner-selected,57,14,0.8269230769230769,0.42857142857142855,,,,,,Monotonic
2,1042,5,Monotonic,57,14,0.8833333333333333,0.42857142857142855,0.675142857142857,"{""lambda"": 10.0}",9.0,18.0,0.0,
2,1042,5,L2,57,14,0.8833333333333333,0.42857142857142855,0.6648484848484848,"{""lambda"": 10.0}",9.0,21.0,,
2,1042,5,Elastic Net,57,14,0.8037037037037037,0.42857142857142855,0.6913405483405483,"{""lambda"": 1.0, ""l1_ratio"": 0.1}",75.0,6.0,,
2,1042,5,SVM,57,14,0.8214646464646465,0.42857142857142855,0.5937287157287157,"{""C"": 1.0, ""gamma"": ""scale""}",60.0,21.0,,
2,1042,5,Inner-selected,57,14,0.8037037037037037,0.42857142857142855,,,,,,Elastic Net
