repeat,outer_fold,inner_fold,model,candidate,parameters,validation_ap,iterations,nonzero_features,violations
2,1,1,Monotonic,0,"{""lambda"": 0.001}",0.4688888888888889,44,15,0.0
2,1,2,Monotonic,0,"{""lambda"": 0.001}",0.5042424242424242,46,16,0.0
2,1,3,Monotonic,0,"{""lambda"": 0.001}",0.8261904761904761,37,16,0.0
2,1,4,Monotonic,0,"{""lambda"": 0.001}",0.5676190476190476,38,15,0.0
2,1,5,Monotonic,0,"{""lambda"": 0.001}",0.7291666666666666,43,16,0.0
2,1,1,Monotonic,1,"{""lambda"": 0.01}",0.4746031746031746,30,18,0.0
2,1,2,Monotonic,1,"{""lambda"": 0.01}",0.5259090909090909,29,17,0.0
2,1,3,Monotonic,1,"{""lambda"": 0.01}",0.8761904761904762,28,16,0.0
2,1,4,Monotonic,1,"{""lambda"": 0.01}",0.6533333333333333,25,15,0.0
2,1,5,Monotonic,1,"{""lambda"": 0.01}",0.7470238095238095,32,18,0.0
2,1,1,Monotonic,2,"{""lambda"": 0.1}",0.6199999999999999,15,19,0.0
2,1,2,Monotonic,2,"{""lambda"": 0.1}",0.5655122655122655,17,19,0.0
2,1,3,Monotonic,2,"{""lambda"": 0.1}",0.8761904761904762,16,19,0.0
2,1,4,Monotonic,2,"{""lambda"": 0.1}",0.7088888888888889,15,17,0.0
2,1,5,Monotonic,2,"{""lambda"": 0.1}",0.5595238095238095,16,20,0.0
2,1,1,Monotonic,3,"{""lambda"": 1.0}",0.5111111111111111,12,20,0.0
2,1,2,Monotonic,3,"{""lambda"": 1.0}",0.6976190476190476,12,20,0.0
2,1,3,Monotonic,3,"{""lambda"": 1.0}",0.9428571428571428,12,21,0.0
2,1,4,Monotonic,3,"{""lambda"": 1.0}",0.75,12,19,0.0
2,1,5,Monotonic,3,"{""lambda"": 1.0}",0.5178571428571428,12,19,0.0
2,1,1,Monotonic,4,"{""lambda"": 10.0}",0.5587301587301587,10,20,0.0
2,1,2,Monotonic,4,"{""lambda"": 10.0}",0.81,10,20,0.0
2,1,3,Monotonic,4,"{""lambda"": 10.0}",0.9428571428571428,10,20,0.0
2,1,4,Monotonic,4,"{""lambda"": 10.0}",0.7226190476190475,10,20,0.0
2,1,5,Monotonic,4,"{""lambda"": 10.0}",0.4928571428571429,10,20,0.0
2,1,1,L2,0,"{""lambda"": 0.001}",0.421031746031746,73,21,
2,1,2,L2,0,"{""lambda"": 0.001}",0.5175757575757576,67,21,
2,1,3,L2,0,"{""lambda"": 0.001}",0.7453968253968253,63,21,
2,1,4,L2,0,"{""lambda"": 0.001}",0.6042424242424242,73,21,
2,1,5,L2,0,"{""lambda"": 0.001}",0.5249999999999999,53,21,
2,1,1,L2,1,"{""lambda"": 0.01}",0.4688888888888889,35,21,
2,1,2,L2,1,"{""lambda"": 0.01}",0.5175757575757576,34,21,
2,1,3,L2,1,"{""lambda"": 0.01}",0.81,34,21,
2,1,4,L2,1,"{""lambda"": 0.01}",0.663888888888889,33,21,
2,1,5,L2,1,"{""lambda"": 0.01}",0.5249999999999999,35,21,
2,1,1,L2,2,"{""lambda"": 0.1}",0.5088888888888888,16,21,
2,1,2,L2,2,"{""lambda"": 0.1}",0.5459090909090909,16,21,
2,1,3,L2,2,"{""lambda"": 0.1}",0.885,17,21,
2,1,4,L2,2,"{""lambda"": 0.1}",0.6746031746031746,16,21,
2,1,5,L2,2,"{""lambda"": 0.1}",0.5428571428571429,17,21,
2,1,1,L2,3,"{""lambda"": 1.0}",0.5311111111111111,11,21,
2,1,2,L2,3,"{""lambda"": 1.0}",0.6833333333333333,11,21,
2,1,3,L2,3,"{""lambda"": 1.0}",0.9428571428571428,11,21,
2,1,4,L2,3,"{""lambda"": 1.0}",0.6722222222222223,11,21,
2,1,5,L2,3,"{""lambda"": 1.0}",0.5178571428571428,11,21,
2,1,1,L2,4,"{""lambda"": 10.0}",0.5444444444444444,10,21,
2,1,2,L2,4,"{""lambda"": 10.0}",0.7642857142857142,10,21,
2,1,3,L2,4,"{""lambda"": 10.0}",0.9428571428571428,10,21,
2,1,4,L2,4,"{""lambda"": 10.0}",0.7087301587301587,10,21,
2,1,5,L2,4,"{""lambda"": 10.0}",0.4928571428571429,10,21,
2,1,1,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",0.421031746031746,5748,21,
2,1,2,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",0.5175757575757576,6428,21,
2,1,3,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",0.7453968253968253,4271,21,
2,1,4,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",0.6042424242424242,4584,21,
2,1,5,Elastic Net,0,"{""lambda"": 0.001, ""l1_ratio"": 0.1}",0.5249999999999999,4110,21,
2,1,1,Elastic Net,1,"{""lambda"": 0.001, ""l1_ratio"": 0.5}",0.421031746031746,8132,21,
2,1,2,Elastic Net,1,"{""lambda"": 0.001, ""l1_ratio"": 0.5}",0.5175757575757576,9353,21,
2,1,3,Elastic Net,1,"{""lambda"": 0.001, ""l1_ratio"": 0.5}",0.7453968253968253,5348,21,
2,1,4,Elastic Net,1,"{""lambda"": 0.001, ""l1_ratio"": 0.5}",0.5709090909090908,6361,19,
2,1,5,Elastic Net,1,"{""lambda"": 0.001, ""l1_ratio"": 0.5}",0.5249999999999999,5730,21,
2,1,1,Elastic Net,2,"{""lambda"": 0.001, ""l1_ratio"": 0.9}",0.421031746031746,17614,21,
2,1,2,Elastic Net,2,"{""lambda"": 0.001, ""l1_ratio"": 0.9}",0.5259090909090909,18554,20,
2,1,3,Elastic Net,2,"{""lambda"": 0.001, ""l1_ratio"": 0.9}",0.7453968253968253,7432,21,
2,1,4,Elastic Net,2,"{""lambda"": 0.001, ""l1_ratio"": 0.9}",0.5509090909090909,13757,18,
2,1,5,Elastic Net,2,"{""lambda"": 0.001, ""l1_ratio"": 0.9}",0.5249999999999999,11558,19,
2,1,1,Elastic Net,3,"{""lambda"": 0.01, ""l1_ratio"": 0.1}",0.4688888888888889,914,21,
2,1,2,Elastic Net,3,"{""lambda"": 0.01, ""l1_ratio"": 0.1}",0.5175757575757576,965,21,
2,1,3,Elastic Net,3,"{""lambda"": 0.01, ""l1_ratio"": 0.1}",0.7833333333333332,641,19,
2,1,4,Elastic Net,3,"{""lambda"": 0.01, ""l1_ratio"": 0.1}",0.663888888888889,664,20,
2,1,5,Elastic Net,3,"{""lambda"": 0.01, ""l1_ratio"": 0.1}",0.5249999999999999,828,21,
2,1,1,Elastic Net,4,"{""lambda"": 0.01, ""l1_ratio"": 0.5}",0.4688888888888889,1241,19,
2,1,2,Elastic Net,4,"{""lambda"": 0.01, ""l1_ratio"": 0.5}",0.5175757575757576,1224,18,
2,1,3,Elastic Net,4,"{""lambda"": 0.01, ""l1_ratio"": 0.5}",0.7833333333333332,926,17,
2,1,4,Elastic Net,4,"{""lambda"": 0.01, ""l1_ratio"": 0.5}",0.645909090909091,922,16,
2,1,5,Elastic Net,4,"{""lambda"": 0.01, ""l1_ratio"": 0.5}",0.5249999999999999,1197,20,
2,1,1,Elastic Net,5,"{""lambda"": 0.01, ""l1_ratio"": 0.9}",0.48,2198,18,
2,1,2,Elastic Net,5,"{""lambda"": 0.01, ""l1_ratio"": 0.9}",0.5175757575757576,1965,17,
2,1,3,Elastic Net,5,"{""lambda"": 0.01, ""l1_ratio"": 0.9}",0.7833333333333332,649,14,
2,1,4,Elastic Net,5,"{""lambda"": 0.01, ""l1_ratio"": 0.9}",0.645909090909091,1500,14,
2,1,5,Elastic Net,5,"{""lambda"": 0.01, ""l1_ratio"": 0.9}",0.5249999999999999,1587,19,
2,1,1,Elastic Net,6,"{""lambda"": 0.1, ""l1_ratio"": 0.1}",0.5311111111111111,138,17,
2,1,2,Elastic Net,6,"{""lambda"": 0.1, ""l1_ratio"": 0.1}",0.5459090909090909,152,19,
2,1,3,Elastic Net,6,"{""lambda"": 0.1, ""l1_ratio"": 0.1}",0.8711111111111112,138,17,
2,1,4,Elastic Net,6,"{""lambda"": 0.1, ""l1_ratio"": 0.1}",0.6797979797979798,111,18,
2,1,5,Elastic Net,6,"{""lambda"": 0.1, ""l1_ratio"": 0.1}",0.5178571428571428,151,20,
2,1,1,Elastic Net,7,"{""lambda"": 0.1, ""l1_ratio"": 0.5}",0.5911111111111111,212,11,
2,1,2,Elastic Net,7,"{""lambda"": 0.1, ""l1_ratio"": 0.5}",0.5888888888888888,192,11,
2,1,3,Elastic Net,7,"{""lambda"": 0.1, ""l1_ratio"": 0.5}",0.8583333333333332,164,9,
2,1,4,Elastic Net,7,"{""lambda"": 0.1, ""l1_ratio"": 0.5}",0.5442424242424242,157,7,
2,1,5,Elastic Net,7,"{""lambda"": 0.1, ""l1_ratio"": 0.5}",0.6428571428571428,167,10,
2,1,1,Elastic Net,8,"{""lambda"": 0.1, ""l1_ratio"": 0.9}",0.6311111111111112,169,6,
2,1,2,Elastic Net,8,"{""lambda"": 0.1, ""l1_ratio"": 0.9}",0.6746031746031746,258,7,
2,1,3,Elastic Net,8,"{""lambda"": 0.1, ""l1_ratio"": 0.9}",0.7611111111111111,92,5,
2,1,4,Elastic Net,8,"{""lambda"": 0.1, ""l1_ratio"": 0.9}",0.49090909090909085,110,4,
