repeat,seed,outer_fold,model,n_train,n_test,ap,prevalence,best_inner_ap,parameters,iterations,nonzero_features,violations,selected_model
13,12042,1,Monotonic,56,15,0.6586691086691085,0.4666666666666667,0.7282142857142857,"{""lambda"": 10.0}",10.0,19.0,0.0,
13,12042,1,L2,56,15,0.7223054723054723,0.4666666666666667,0.7569516594516593,"{""lambda"": 10.0}",10.0,21.0,,
13,12042,1,Elastic Net,56,15,0.6840659340659341,0.4666666666666667,0.7409285714285715,"{""lambda"": 1.0, ""l1_ratio"": 0.1}",78.0,7.0,,
13,12042,1,SVM,56,15,0.7358585858585858,0.4666666666666667,0.6744126984126984,"{""C"": 0.01, ""gamma"": 0.01}",27.0,21.0,,
13,12042,1,Inner-selected,56,15,0.7223054723054723,0.4666666666666667,,,,,,L2
13,12042,2,Monotonic,57,14,0.5670325045325045,0.42857142857142855,0.7885310245310244,"{""lambda"": 1.0}",12.0,20.0,0.0,
13,12042,2,L2,57,14,0.5852203352203352,0.42857142857142855,0.7844920634920636,"{""lambda"": 1.0}",11.0,21.0,,
13,12042,2,Elastic Net,57,14,0.5125291375291375,0.42857142857142855,0.7957460317460316,"{""lambda"": 0.1, ""l1_ratio"": 0.5}",86.0,6.0,,
13,12042,2,SVM,57,14,0.525534188034188,0.42857142857142855,0.7746580086580087,"{""C"": 0.01, ""gamma"": 0.01}",27.0,21.0,,
13,12042,2,Inner-selected,57,14,0.5125291375291375,0.42857142857142855,,,,,,Elastic Net
13,12042,3,Monotonic,57,14,0.7014790764790765,0.42857142857142855,0.6811269841269841,"{""lambda"": 1.0}",12.0,20.0,0.0,
13,12042,3,L2,57,14,0.7075396825396825,0.42857142857142855,0.6731269841269841,"{""lambda"": 10.0}",10.0,21.0,,
13,12042,3,Elastic Net,57,14,0.6582722832722833,0.42857142857142855,0.6817460317460317,"{""lambda"": 1.0, ""l1_ratio"": 0.1}",70.0,8.0,,
13,12042,3,SVM,57,14,0.5264180264180265,0.42857142857142855,0.6464199134199134,"{""C"": 10.0, ""gamma"": 0.1}",120.0,21.0,,
13,12042,3,Inner-selected,57,14,0.6582722832722833,0.42857142857142855,,,,,,Elastic Net
13,12042,4,Monotonic,57,14,0.7662698412698412,0.42857142857142855,0.7153722943722943,"{""lambda"": 10.0}",10.0,19.0,0.0,
13,12042,4,L2,57,14,0.6968253968253969,0.42857142857142855,0.7136262626262626,"{""lambda"": 10.0}",10.0,21.0,,
13,12042,4,Elastic Net,57,14,0.7513888888888888,0.42857142857142855,0.7129682539682539,"{""lambda"": 1.0, ""l1_ratio"": 0.1}",72.0,7.0,,
13,12042,4,SVM,57,14,0.7051587301587301,0.42857142857142855,0.653132756132756,"{""C"": 0.01, ""gamma"": 0.01}",29.0,21.0,,
13,12042,4,Inner-selected,57,14,0.7662698412698412,0.42857142857142855,,,,,,Monotonic
13,12042,5,Monotonic,57,14,0.8634920634920634,0.42857142857142855,0.6535151515151515,"{""lambda"": 0.1}",14.0,17.0,0.0,
13,12042,5,L2,57,14,0.8833333333333333,0.42857142857142855,0.6698556998556999,"{""lambda"": 10.0}",9.0,21.0,,
13,12042,5,Elastic Net,57,14,0.8734126984126983,0.42857142857142855,0.703038961038961,"{""lambda"": 1.0, ""l1_ratio"": 0.1}",73.0,7.0,,
13,12042,5,SVM,57,14,0.7999999999999999,0.42857142857142855,0.6450937950937952,"{""C"": 0.01, ""gamma"": 0.01}",29.0,21.0,,
13,12042,5,Inner-selected,57,14,0.8734126984126983,0.42857142857142855,,,,,,Elastic Net
